Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
HP1504901_K1	HP1504901_K1.fastq	Conventional base calls	Illumina 1.5	151619.0	6.5 Mbp	0.0	43.0	45.0	63.18667185511051	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K10	HP1504901_K10.fastq	Conventional base calls	Illumina 1.5	173629.0	7.4 Mbp	0.0	43.0	50.0	21.869042613849068	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K11	HP1504901_K11.fastq	Conventional base calls	Illumina 1.5	79854.0	3.4 Mbp	0.0	43.0	49.0	27.540260976281715	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K12	HP1504901_K12.fastq	Conventional base calls	Illumina 1.5	386218.0	16.6 Mbp	0.0	43.0	45.0	58.60111227741487	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K13	HP1504901_K13.fastq	Conventional base calls	Illumina 1.5	135097.0	5.8 Mbp	0.0	43.0	51.0	18.86718431941494	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K14	HP1504901_K14.fastq	Conventional base calls	Illumina 1.5	977538.0	42 Mbp	0.0	43.0	45.0	50.956930441300294	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K15	HP1504901_K15.fastq	Conventional base calls	Illumina 1.5	136335.0	5.8 Mbp	0.0	43.0	50.0	24.948105768878133	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K16	HP1504901_K16.fastq	Conventional base calls	Illumina 1.5	317900.0	13.6 Mbp	0.0	43.0	50.0	18.967285309845863	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K17	HP1504901_K17.fastq	Conventional base calls	Illumina 1.5	308881.0	13.2 Mbp	0.0	43.0	49.0	19.130344695853744	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K18	HP1504901_K18.fastq	Conventional base calls	Illumina 1.5	250623.0	10.7 Mbp	0.0	43.0	49.0	20.183303208404656	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K19	HP1504901_K19.fastq	Conventional base calls	Illumina 1.5	792547.0	34 Mbp	0.0	43.0	46.0	47.9415177548957	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1504901_K2	HP1504901_K2.fastq	Conventional base calls	Illumina 1.5	275026.0	11.8 Mbp	0.0	43.0	49.0	19.851941271007103	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K20	HP1504901_K20.fastq	Conventional base calls	Illumina 1.5	999494.0	42.9 Mbp	0.0	43.0	45.0	51.69309578199385	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K21	HP1504901_K21.fastq	Conventional base calls	Illumina 1.5	140127.0	6 Mbp	0.0	43.0	51.0	17.30073433385429	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K22	HP1504901_K22.fastq	Conventional base calls	Illumina 1.5	1314131.0	56.5 Mbp	0.0	43.0	46.0	43.99625687167412	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	warn	pass
HP1504901_K23	HP1504901_K23.fastq	Conventional base calls	Illumina 1.5	791470.0	34 Mbp	0.0	43.0	45.0	60.128028904325056	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K24	HP1504901_K24.fastq	Conventional base calls	Illumina 1.5	357666.0	15.3 Mbp	0.0	43.0	48.0	18.422215139264004	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K3	HP1504901_K3.fastq	Conventional base calls	Illumina 1.5	140578.0	6 Mbp	0.0	43.0	50.0	22.929619143820513	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K4	HP1504901_K4.fastq	Conventional base calls	Illumina 1.5	324494.0	13.9 Mbp	0.0	43.0	50.0	17.487534438233066	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K5	HP1504901_K5.fastq	Conventional base calls	Illumina 1.5	830746.0	35.7 Mbp	0.0	43.0	44.0	56.10509607803772	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_K6	HP1504901_K6.fastq	Conventional base calls	Illumina 1.5	612638.0	26.3 Mbp	0.0	43.0	45.0	49.179090137140385	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K7	HP1504901_K7.fastq	Conventional base calls	Illumina 1.5	196374.0	8.4 Mbp	0.0	43.0	50.0	20.039821972358865	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K8	HP1504901_K8.fastq	Conventional base calls	Illumina 1.5	336443.0	14.4 Mbp	0.0	43.0	51.0	17.010905264784824	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_K9	HP1504901_K9.fastq	Conventional base calls	Illumina 1.5	269723.0	11.5 Mbp	0.0	43.0	49.0	18.883817842749785	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L1	HP1504901_L1.fastq	Conventional base calls	Illumina 1.5	416288.0	17.9 Mbp	0.0	43.0	43.0	50.82251852150685	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_L10	HP1504901_L10.fastq	Conventional base calls	Illumina 1.5	418647.0	18 Mbp	0.0	43.0	47.0	40.979144360960326	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L11	HP1504901_L11.fastq	Conventional base calls	Illumina 1.5	168307.0	7.2 Mbp	0.0	43.0	49.0	18.892262353912788	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L12	HP1504901_L12.fastq	Conventional base calls	Illumina 1.5	755034.0	32.4 Mbp	0.0	43.0	45.0	51.633511739301454	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_L13	HP1504901_L13.fastq	Conventional base calls	Illumina 1.5	600364.0	25.8 Mbp	0.0	43.0	44.0	43.87014786017935	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L14	HP1504901_L14.fastq	Conventional base calls	Illumina 1.5	868948.0	37.3 Mbp	0.0	43.0	44.0	47.52228407162497	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1504901_L15	HP1504901_L15.fastq	Conventional base calls	Illumina 1.5	208562.0	8.9 Mbp	0.0	43.0	49.0	26.17926563803569	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L16	HP1504901_L16.fastq	Conventional base calls	Illumina 1.5	1086205.0	46.7 Mbp	0.0	43.0	45.0	53.20070295319197	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1504901_L17	HP1504901_L17.fastq	Conventional base calls	Illumina 1.5	831998.0	35.7 Mbp	0.0	43.0	46.0	43.78718263297653	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L18	HP1504901_L18.fastq	Conventional base calls	Illumina 1.5	1121856.0	48.2 Mbp	0.0	43.0	44.0	52.04467406184734	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1504901_L19	HP1504901_L19.fastq	Conventional base calls	Illumina 1.5	647826.0	27.8 Mbp	0.0	43.0	46.0	22.91288023905836	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L2	HP1504901_L2.fastq	Conventional base calls	Illumina 1.5	472794.0	20.3 Mbp	0.0	43.0	47.0	24.641082563272523	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L20	HP1504901_L20.fastq	Conventional base calls	Illumina 1.5	1268520.0	54.5 Mbp	0.0	43.0	45.0	46.515312865320865	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1504901_L21	HP1504901_L21.fastq	Conventional base calls	Illumina 1.5	706985.0	30.4 Mbp	0.0	43.0	44.0	41.11494065380927	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L22	HP1504901_L22.fastq	Conventional base calls	Illumina 1.5	1398988.0	60.1 Mbp	0.0	43.0	45.0	43.42746285392805	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1504901_L23	HP1504901_L23.fastq	Conventional base calls	Illumina 1.5	270594.0	11.6 Mbp	0.0	43.0	47.0	23.61471429521719	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L24	HP1504901_L24.fastq	Conventional base calls	Illumina 1.5	598151.0	25.7 Mbp	0.0	43.0	45.0	18.595097923533032	43.0	43	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
HP1504901_L3	HP1504901_L3.fastq	Conventional base calls	Illumina 1.5	561567.0	24.1 Mbp	0.0	43.0	46.0	53.04271294013415	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_L4	HP1504901_L4.fastq	Conventional base calls	Illumina 1.5	278277.0	11.9 Mbp	0.0	43.0	49.0	17.914883371604553	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L5	HP1504901_L5.fastq	Conventional base calls	Illumina 1.5	436108.0	18.7 Mbp	0.0	43.0	46.0	17.226696139488386	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L6	HP1504901_L6.fastq	Conventional base calls	Illumina 1.5	256649.0	11 Mbp	0.0	43.0	49.0	19.191970356401157	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L7	HP1504901_L7.fastq	Conventional base calls	Illumina 1.5	218186.0	9.3 Mbp	0.0	43.0	50.0	18.95263674112913	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L8	HP1504901_L8.fastq	Conventional base calls	Illumina 1.5	959682.0	41.2 Mbp	0.0	43.0	46.0	47.4352799393604	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_L9	HP1504901_L9.fastq	Conventional base calls	Illumina 1.5	632411.0	27.1 Mbp	0.0	43.0	45.0	51.83109639486398	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M1	HP1504901_M1.fastq	Conventional base calls	Illumina 1.5	120058.0	5.1 Mbp	0.0	43.0	48.0	24.015059387962484	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M10	HP1504901_M10.fastq	Conventional base calls	Illumina 1.5	330281.0	14.2 Mbp	0.0	43.0	49.0	17.573520729318368	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M11	HP1504901_M11.fastq	Conventional base calls	Illumina 1.5	553587.0	23.8 Mbp	0.0	43.0	45.0	58.61809754587009	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M12	HP1504901_M12.fastq	Conventional base calls	Illumina 1.5	429229.0	18.4 Mbp	0.0	43.0	45.0	53.26160916322973	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M13	HP1504901_M13.fastq	Conventional base calls	Illumina 1.5	141649.0	6 Mbp	0.0	43.0	51.0	16.806331142471883	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M14	HP1504901_M14.fastq	Conventional base calls	Illumina 1.5	516281.0	22.2 Mbp	0.0	43.0	49.0	15.526622130196541	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M15	HP1504901_M15.fastq	Conventional base calls	Illumina 1.5	17831.0	766.7 kbp	0.0	43.0	52.0	31.596657506589647	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M16	HP1504901_M16.fastq	Conventional base calls	Illumina 1.5	340911.0	14.6 Mbp	0.0	43.0	47.0	27.82075087046179	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M17	HP1504901_M17.fastq	Conventional base calls	Illumina 1.5	307866.0	13.2 Mbp	0.0	43.0	49.0	17.725244099705716	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M18	HP1504901_M18.fastq	Conventional base calls	Illumina 1.5	1239882.0	53.3 Mbp	0.0	43.0	45.0	50.929660056751636	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M19	HP1504901_M19.fastq	Conventional base calls	Illumina 1.5	1068986.0	45.9 Mbp	0.0	43.0	47.0	57.872887087875455	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass
HP1504901_M2	HP1504901_M2.fastq	Conventional base calls	Illumina 1.5	429346.0	18.4 Mbp	0.0	43.0	49.0	15.735793509197709	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M20	HP1504901_M20.fastq	Conventional base calls	Illumina 1.5	831582.0	35.7 Mbp	0.0	43.0	46.0	29.10962086365555	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M21	HP1504901_M21.fastq	Conventional base calls	Illumina 1.5	641863.0	27.6 Mbp	0.0	43.0	46.0	52.98531358146848	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass
HP1504901_M22	HP1504901_M22.fastq	Conventional base calls	Illumina 1.5	719179.0	30.9 Mbp	0.0	43.0	48.0	14.140199486262958	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M23	HP1504901_M23.fastq	Conventional base calls	Illumina 1.5	457887.0	19.6 Mbp	0.0	43.0	49.0	15.637045821348936	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M24	HP1504901_M24.fastq	Conventional base calls	Illumina 1.5	730949.0	31.4 Mbp	0.0	43.0	42.0	59.87670988555802	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1504901_M3	HP1504901_M3.fastq	Conventional base calls	Illumina 1.5	396095.0	17 Mbp	0.0	43.0	44.0	60.076042257457054	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M4	HP1504901_M4.fastq	Conventional base calls	Illumina 1.5	460800.0	19.8 Mbp	0.0	43.0	46.0	51.098256060979175	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_M5	HP1504901_M5.fastq	Conventional base calls	Illumina 1.5	27437.0	1.1 Mbp	0.0	43.0	49.0	27.51029631519481	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M6	HP1504901_M6.fastq	Conventional base calls	Illumina 1.5	577298.0	24.8 Mbp	0.0	43.0	45.0	47.061953878096894	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M7	HP1504901_M7.fastq	Conventional base calls	Illumina 1.5	31331.0	1.3 Mbp	0.0	43.0	49.0	38.59436341004117	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M8	HP1504901_M8.fastq	Conventional base calls	Illumina 1.5	340561.0	14.6 Mbp	0.0	43.0	50.0	17.560437043583967	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_M9	HP1504901_M9.fastq	Conventional base calls	Illumina 1.5	171583.0	7.3 Mbp	0.0	43.0	50.0	22.713205853726766	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N1	HP1504901_N1.fastq	Conventional base calls	Illumina 1.5	415617.0	17.8 Mbp	0.0	43.0	43.0	55.938946960427195	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N10	HP1504901_N10.fastq	Conventional base calls	Illumina 1.5	338249.0	14.5 Mbp	0.0	43.0	48.0	18.42281869273819	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N11	HP1504901_N11.fastq	Conventional base calls	Illumina 1.5	208660.0	8.9 Mbp	0.0	43.0	49.0	22.00948912105818	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N12	HP1504901_N12.fastq	Conventional base calls	Illumina 1.5	661788.0	28.4 Mbp	0.0	43.0	45.0	57.70577580784092	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N13	HP1504901_N13.fastq	Conventional base calls	Illumina 1.5	692802.0	29.7 Mbp	0.0	43.0	46.0	58.40497057328753	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N14	HP1504901_N14.fastq	Conventional base calls	Illumina 1.5	477287.0	20.5 Mbp	0.0	43.0	48.0	17.074632244330978	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N15	HP1504901_N15.fastq	Conventional base calls	Illumina 1.5	655528.0	28.1 Mbp	0.0	43.0	45.0	57.11330667935063	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N16	HP1504901_N16.fastq	Conventional base calls	Illumina 1.5	1027363.0	44.1 Mbp	0.0	43.0	44.0	55.32018127805546	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
HP1504901_N17	HP1504901_N17.fastq	Conventional base calls	Illumina 1.5	684859.0	29.4 Mbp	0.0	43.0	44.0	60.50024505552567	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N18	HP1504901_N18.fastq	Conventional base calls	Illumina 1.5	1386495.0	59.6 Mbp	0.0	43.0	45.0	58.16352832287778	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1504901_N19	HP1504901_N19.fastq	Conventional base calls	Illumina 1.5	800658.0	34.4 Mbp	0.0	43.0	45.0	54.596262473142154	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N2	HP1504901_N2.fastq	Conventional base calls	Illumina 1.5	495216.0	21.2 Mbp	0.0	43.0	45.0	60.56074762693674	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N20	HP1504901_N20.fastq	Conventional base calls	Illumina 1.5	607940.0	26.1 Mbp	0.0	43.0	47.0	16.45204967860921	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N21	HP1504901_N21.fastq	Conventional base calls	Illumina 1.5	358275.0	15.4 Mbp	0.0	43.0	46.0	68.99473047094483	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N22	HP1504901_N22.fastq	Conventional base calls	Illumina 1.5	1432623.0	61.6 Mbp	0.0	43.0	45.0	49.66945709144196	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1504901_N23	HP1504901_N23.fastq	Conventional base calls	Illumina 1.5	846607.0	36.4 Mbp	0.0	43.0	46.0	51.586578606274216	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	fail	pass
HP1504901_N24	HP1504901_N24.fastq	Conventional base calls	Illumina 1.5	704114.0	30.2 Mbp	0.0	43.0	44.0	50.51280291580751	43.0	43	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
HP1504901_N3	HP1504901_N3.fastq	Conventional base calls	Illumina 1.5	218260.0	9.3 Mbp	0.0	43.0	49.0	21.88215889306332	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N4	HP1504901_N4.fastq	Conventional base calls	Illumina 1.5	402846.0	17.3 Mbp	0.0	43.0	49.0	20.867527541541932	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N5	HP1504901_N5.fastq	Conventional base calls	Illumina 1.5	245135.0	10.5 Mbp	0.0	43.0	49.0	17.996206172109247	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N6	HP1504901_N6.fastq	Conventional base calls	Illumina 1.5	279391.0	12 Mbp	0.0	43.0	48.0	20.19929059991195	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N7	HP1504901_N7.fastq	Conventional base calls	Illumina 1.5	367381.0	15.7 Mbp	0.0	43.0	44.0	59.358610251789514	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_N8	HP1504901_N8.fastq	Conventional base calls	Illumina 1.5	1098534.0	47.2 Mbp	0.0	43.0	46.0	47.88277195439482	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_N9	HP1504901_N9.fastq	Conventional base calls	Illumina 1.5	631553.0	27.1 Mbp	0.0	43.0	45.0	50.744970707528644	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O1	HP1504901_O1.fastq	Conventional base calls	Illumina 1.5	352802.0	15.1 Mbp	0.0	43.0	44.0	59.868034409869644	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O10	HP1504901_O10.fastq	Conventional base calls	Illumina 1.5	785296.0	33.7 Mbp	0.0	43.0	45.0	51.96828550299388	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O11	HP1504901_O11.fastq	Conventional base calls	Illumina 1.5	884751.0	38 Mbp	0.0	43.0	45.0	51.47809093141758	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O12	HP1504901_O12.fastq	Conventional base calls	Illumina 1.5	328765.0	14.1 Mbp	0.0	43.0	49.0	18.66135385457698	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O13	HP1504901_O13.fastq	Conventional base calls	Illumina 1.5	347536.0	14.9 Mbp	0.0	43.0	49.0	17.41316007550297	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O14	HP1504901_O14.fastq	Conventional base calls	Illumina 1.5	979903.0	42.1 Mbp	0.0	43.0	46.0	48.44478518318021	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O15	HP1504901_O15.fastq	Conventional base calls	Illumina 1.5	209221.0	8.9 Mbp	0.0	43.0	50.0	21.05620372715932	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O16	HP1504901_O16.fastq	Conventional base calls	Illumina 1.5	1009349.0	43.4 Mbp	0.0	43.0	45.0	52.35748393609978	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O17	HP1504901_O17.fastq	Conventional base calls	Illumina 1.5	753169.0	32.3 Mbp	0.0	43.0	44.0	51.351259234763205	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O18	HP1504901_O18.fastq	Conventional base calls	Illumina 1.5	1132380.0	48.6 Mbp	0.0	43.0	45.0	44.351145863454974	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O19	HP1504901_O19.fastq	Conventional base calls	Illumina 1.5	342858.0	14.7 Mbp	0.0	43.0	49.0	18.299995916676874	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O2	HP1504901_O2.fastq	Conventional base calls	Illumina 1.5	227458.0	9.7 Mbp	0.0	43.0	50.0	17.935618883486182	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O20	HP1504901_O20.fastq	Conventional base calls	Illumina 1.5	1514761.0	65.1 Mbp	0.0	43.0	46.0	42.449240371866956	43.0	43	pass	pass	pass	fail	pass	pass	pass	fail	warn	pass
HP1504901_O21	HP1504901_O21.fastq	Conventional base calls	Illumina 1.5	907568.0	39 Mbp	0.0	43.0	45.0	48.8217179368676	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O22	HP1504901_O22.fastq	Conventional base calls	Illumina 1.5	583928.0	25.1 Mbp	0.0	43.0	48.0	16.63475633982272	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O23	HP1504901_O23.fastq	Conventional base calls	Illumina 1.5	438910.0	18.8 Mbp	0.0	43.0	48.0	17.76172791688501	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O24	HP1504901_O24.fastq	Conventional base calls	Illumina 1.5	867698.0	37.3 Mbp	0.0	43.0	44.0	52.943310537772945	43.0	43	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
HP1504901_O3	HP1504901_O3.fastq	Conventional base calls	Illumina 1.5	367597.0	15.8 Mbp	0.0	43.0	47.0	19.288242287069806	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O4	HP1504901_O4.fastq	Conventional base calls	Illumina 1.5	827801.0	35.5 Mbp	0.0	43.0	46.0	55.29402893988383	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O5	HP1504901_O5.fastq	Conventional base calls	Illumina 1.5	810630.0	34.8 Mbp	0.0	43.0	45.0	56.301626414039355	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O6	HP1504901_O6.fastq	Conventional base calls	Illumina 1.5	787660.0	33.8 Mbp	0.0	43.0	44.0	51.83902444560724	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O7	HP1504901_O7.fastq	Conventional base calls	Illumina 1.5	662705.0	28.4 Mbp	0.0	43.0	44.0	55.508511312124476	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_O8	HP1504901_O8.fastq	Conventional base calls	Illumina 1.5	1170493.0	50.3 Mbp	0.0	43.0	46.0	45.86210967653284	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_O9	HP1504901_O9.fastq	Conventional base calls	Illumina 1.5	892274.0	38.3 Mbp	0.0	43.0	45.0	44.54427393333352	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P1	HP1504901_P1.fastq	Conventional base calls	Illumina 1.5	119605.0	5.1 Mbp	0.0	43.0	49.0	21.187241336064545	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P10	HP1504901_P10.fastq	Conventional base calls	Illumina 1.5	925649.0	39.8 Mbp	0.0	43.0	44.0	59.60461295020617	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	warn	pass
HP1504901_P11	HP1504901_P11.fastq	Conventional base calls	Illumina 1.5	548859.0	23.6 Mbp	0.0	43.0	45.0	60.45139899549078	43.0	43	pass	pass	pass	fail	fail	pass	pass	warn	fail	pass
HP1504901_P12	HP1504901_P12.fastq	Conventional base calls	Illumina 1.5	272960.0	11.7 Mbp	0.0	43.0	47.0	24.090709261430245	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
HP1504901_P14	HP1504901_P14.fastq	Conventional base calls	Illumina 1.5	1641090.0	70.5 Mbp	0.0	43.0	46.0	18.713181943099364	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	warn	pass
HP1504901_P15	HP1504901_P15.fastq	Conventional base calls	Illumina 1.5	440093.0	18.9 Mbp	0.0	43.0	47.0	31.44072162537616	43.0	43	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
