Sample	Unique Reads	Duplicate Reads
HP1504901_D16	434102.0	376169.0
HP1504901_D17	380459.0	318322.0
HP1504901_D18	562523.0	412471.0
HP1504901_D19	51549.0	226059.0
HP1504901_D2	520731.0	479560.0
HP1504901_D20	101560.0	540705.0
HP1504901_D21	381247.0	418331.0
HP1504901_D22	573259.0	580162.0
HP1504901_D23	560007.0	563933.0
HP1504901_D24	428217.0	326769.0
HP1504901_D3	63808.0	191360.0
HP1504901_D4	515994.0	403446.0
HP1504901_D5	382927.0	351141.0
HP1504901_D6	278812.0	312762.0
HP1504901_D7	339890.0	282288.0
HP1504901_D8	59253.0	283561.0
HP1504901_D9	464317.0	458587.0
HP1504901_E1	34648.0	153742.0
HP1504901_E10	410920.0	315208.0
HP1504901_E11	185627.0	242278.0
HP1504901_E12	151340.0	235992.0
HP1504901_E13	38070.0	160662.0
HP1504901_E14	448687.0	559651.0
HP1504901_E15	5142.0	11234.0
HP1504901_E16	412260.0	450830.0
HP1504901_E17	54148.0	258133.0
HP1504901_E18	380932.0	495920.0
HP1504901_E19	97850.0	491006.0
HP1504901_E2	507381.0	397348.0
HP1504901_E20	149424.0	525672.0
HP1504901_E21	412725.0	524130.0
HP1504901_E22	84905.0	464557.0
HP1504901_E23	386968.0	504858.0
HP1504901_E24	407736.0	322363.0
HP1504901_E3	73065.0	287638.0
HP1504901_E4	91919.0	469608.0
HP1504901_E5	53296.0	268742.0
HP1504901_E6	378689.0	310016.0
HP1504901_E7	40217.0	170799.0
HP1504901_E8	63797.0	342897.0
HP1504901_E9	449470.0	291304.0
HP1504901_F1	235994.0	177299.0
HP1504901_F10	469381.0	616422.0
HP1504901_F11	247640.0	203769.0
HP1504901_F12	338579.0	343847.0
HP1504901_F13	225052.0	316099.0
HP1504901_F14	590899.0	564810.0
HP1504901_F15	252608.0	220315.0
HP1504901_F16	578849.0	370963.0
HP1504901_F17	474971.0	405094.0
HP1504901_F18	607160.0	567461.0
HP1504901_F19	433886.0	501357.0
HP1504901_F2	497848.0	494705.0
HP1504901_F20	595182.0	724834.0
HP1504901_F21	61953.0	347417.0
HP1504901_F22	100238.0	522967.0
HP1504901_F23	290529.0	506191.0
HP1504901_F24	497141.0	372139.0
HP1504901_F3	352473.0	269671.0
HP1504901_F4	501573.0	497615.0
HP1504901_F5	429014.0	548595.0
HP1504901_F6	419499.0	458975.0
HP1504901_F7	41743.0	161981.0
HP1504901_F8	613299.0	540849.0
HP1504901_F9	446710.0	509667.0
HP1504901_G1	37147.0	106943.0
HP1504901_G10	466565.0	307283.0
HP1504901_G11	527469.0	378326.0
HP1504901_G12	263629.0	228299.0
HP1504901_G13	353698.0	360982.0
HP1504901_G14	51151.0	203825.0
HP1504901_G15	297911.0	356549.0
HP1504901_G16	368640.0	256875.0
HP1504901_G17	52842.0	222613.0
HP1504901_G18	409844.0	563648.0
HP1504901_G19	363602.0	509335.0
HP1504901_G2	452380.0	406602.0
HP1504901_G20	485197.0	576595.0
HP1504901_G21	262389.0	280094.0
HP1504901_G22	173964.0	176950.0
HP1504901_G23	76870.0	334694.0
HP1504901_G24	284440.0	310277.0
HP1504901_G3	308500.0	275188.0
HP1504901_G4	365637.0	362711.0
HP1504901_G5	57965.0	264472.0
HP1504901_G6	208079.0	164851.0
HP1504901_G7	38263.0	166655.0
HP1504901_G8	448256.0	571318.0
HP1504901_G9	431873.0	407470.0
HP1504901_H1	215258.0	187775.0
HP1504901_H10	231991.0	150050.0
HP1504901_H11	322226.0	308978.0
HP1504901_H12	290427.0	351163.0
HP1504901_H13	33430.0	140740.0
HP1504901_H14	446889.0	418862.0
HP1504901_H15	36442.0	156762.0
HP1504901_H16	641043.0	434928.0
HP1504901_H17	434949.0	396718.0
HP1504901_H18	462161.0	451036.0
HP1504901_H19	355092.0	335685.0
HP1504901_H2	205440.0	229413.0
HP1504901_H20	68526.0	294833.0
HP1504901_H21	41883.0	175081.0
HP1504901_H22	520130.0	680249.0
HP1504901_H23	51934.0	244201.0
HP1504901_H24	57909.0	218594.0
HP1504901_H3	37078.0	147790.0
HP1504901_H4	384321.0	469624.0
HP1504901_H5	367457.0	420184.0
HP1504901_H6	198737.0	124592.0
HP1504901_H7	35174.0	151474.0
HP1504901_H8	377434.0	536988.0
HP1504901_H9	31477.0	126101.0
HP1504901_I1	42589.0	158259.0
HP1504901_I10	478820.0	424065.0
HP1504901_I11	53058.0	224226.0
HP1504901_I12	191702.0	232199.0
HP1504901_I13	395727.0	293226.0
HP1504901_I14	82361.0	401887.0
HP1504901_I15	58460.0	295679.0
HP1504901_I16	61618.0	287766.0
HP1504901_I17	571296.0	414000.0
HP1504901_I18	529708.0	402762.0
HP1504901_I19	594870.0	483152.0
HP1504901_I2	367433.0	504634.0
HP1504901_I20	258179.0	576814.0
HP1504901_I21	476818.0	475060.0
HP1504901_I22	639339.0	736634.0
HP1504901_I23	417275.0	382809.0
HP1504901_I24	391520.0	339707.0
HP1504901_I3	368875.0	302298.0
HP1504901_I4	56973.0	299477.0
HP1504901_I5	82345.0	370329.0
HP1504901_I6	37733.0	166237.0
HP1504901_I7	63625.0	50264.0
HP1504901_I8	525765.0	461801.0
HP1504901_I9	68908.0	310615.0
HP1504901_J1	44554.0	192818.0
HP1504901_J10	606317.0	473835.0
HP1504901_J11	49492.0	221594.0
HP1504901_J12	402132.0	508649.0
HP1504901_J13	322281.0	456318.0
HP1504901_J14	110575.0	542375.0
HP1504901_J15	469954.0	390413.0
HP1504901_J16	90456.0	419939.0
HP1504901_J17	464211.0	558621.0
HP1504901_J18	803619.0	619204.0
HP1504901_J19	322231.0	478148.0
HP1504901_J2	76541.0	451233.0
HP1504901_J20	697145.0	683182.0
HP1504901_J21	72278.0	390340.0
HP1504901_J22	555927.0	737863.0
HP1504901_J23	548014.0	563810.0
HP1504901_J24	690883.0	509907.0
HP1504901_J3	384633.0	387717.0
HP1504901_J4	518063.0	525002.0
HP1504901_J5	425862.0	375096.0
HP1504901_J6	493874.0	513958.0
HP1504901_J7	367502.0	375110.0
HP1504901_J8	486469.0	506532.0
HP1504901_J9	384288.0	451260.0
HP1504901_K1	95804.0	55815.0
HP1504901_K10	37971.0	135658.0
HP1504901_K11	21992.0	57862.0
HP1504901_K12	226329.0	159889.0
HP1504901_K13	25489.0	109608.0
HP1504901_K14	498124.0	479414.0
HP1504901_K15	34014.0	102321.0
HP1504901_K16	60297.0	257603.0
HP1504901_K17	59091.0	249790.0
HP1504901_K18	50584.0	200039.0
HP1504901_K19	379960.0	412587.0
HP1504901_K2	54599.0	220427.0
HP1504901_K20	516670.0	482824.0
HP1504901_K21	24244.0	115883.0
HP1504901_K22	578169.0	735962.0
HP1504901_K23	475896.0	315574.0
HP1504901_K24	65890.0	291776.0
HP1504901_K3	32234.0	108344.0
HP1504901_K4	56746.0	267748.0
HP1504901_K5	466091.0	364655.0
HP1504901_K6	301290.0	311348.0
HP1504901_K7	39353.0	157021.0
HP1504901_K8	57232.0	279211.0
HP1504901_K9	50934.0	218789.0
HP1504901_L1	211569.0	204719.0
HP1504901_L10	171558.0	247089.0
HP1504901_L11	31797.0	136510.0
HP1504901_L12	389851.0	365183.0
HP1504901_L13	263381.0	336983.0
HP1504901_L14	412944.0	456004.0
HP1504901_L15	54600.0	153962.0
HP1504901_L16	577869.0	508336.0
HP1504901_L17	364309.0	467689.0
HP1504901_L18	583867.0	537989.0
HP1504901_L19	148436.0	499390.0
HP1504901_L2	116502.0	356292.0
HP1504901_L20	590057.0	678463.0
HP1504901_L21	290677.0	416308.0
HP1504901_L22	607545.0	791443.0
HP1504901_L23	63901.0	206693.0
HP1504901_L24	111227.0	486924.0
HP1504901_L3	297871.0	263696.0
HP1504901_L4	49854.0	228423.0
HP1504901_L5	75127.0	360981.0
HP1504901_L6	49256.0	207393.0
HP1504901_L7	41352.0	176834.0
HP1504901_L8	455228.0	504454.0
HP1504901_L9	327786.0	304625.0
HP1504901_M1	28832.0	91226.0
HP1504901_M10	58042.0	272239.0
HP1504901_M11	324503.0	229084.0
HP1504901_M12	228615.0	200614.0
HP1504901_M13	23806.0	117843.0
HP1504901_M14	80161.0	436120.0
HP1504901_M15	5635.0	12196.0
HP1504901_M16	94845.0	246066.0
HP1504901_M17	54570.0	253296.0
HP1504901_M18	631468.0	608414.0
HP1504901_M19	618654.0	450332.0
HP1504901_M2	67561.0	361785.0
HP1504901_M20	242071.0	589511.0
HP1504901_M21	340094.0	301769.0
HP1504901_M22	101694.0	617485.0
HP1504901_M23	71600.0	386287.0
HP1504901_M24	437669.0	293280.0
HP1504901_M3	237959.0	158136.0
HP1504901_M4	235461.0	225339.0
HP1504901_M5	7548.0	19889.0
HP1504901_M6	271688.0	305610.0
HP1504901_M7	12092.0	19239.0
HP1504901_M8	59804.0	280757.0
HP1504901_M9	38972.0	132611.0
HP1504901_N1	232492.0	183125.0
HP1504901_N10	62315.0	275934.0
HP1504901_N11	45925.0	162735.0
HP1504901_N12	381890.0	279898.0
HP1504901_N13	404631.0	288171.0
HP1504901_N14	81496.0	395791.0
HP1504901_N15	374394.0	281134.0
HP1504901_N16	568340.0	459023.0
HP1504901_N17	414342.0	270517.0
HP1504901_N18	806435.0	580060.0
HP1504901_N19	437130.0	363528.0
HP1504901_N2	299907.0	195309.0
HP1504901_N20	100019.0	507921.0
HP1504901_N21	247191.0	111084.0
HP1504901_N22	711577.0	721046.0
HP1504901_N23	436736.0	409871.0
HP1504901_N24	355668.0	348446.0
HP1504901_N3	47760.0	170500.0
HP1504901_N4	84064.0	318782.0
HP1504901_N5	44116.0	201019.0
HP1504901_N6	56435.0	222956.0
HP1504901_N7	218073.0	149308.0
HP1504901_N8	526009.0	572525.0
HP1504901_N9	320482.0	311071.0
HP1504901_O1	211216.0	141586.0
HP1504901_O10	408105.0	377191.0
HP1504901_O11	455453.0	429298.0
HP1504901_O12	61353.0	267412.0
HP1504901_O13	60517.0	287019.0
HP1504901_O14	474712.0	505191.0
HP1504901_O15	44055.0	165166.0
HP1504901_O16	528470.0	480879.0
HP1504901_O17	386762.0	366407.0
HP1504901_O18	502224.0	630156.0
HP1504901_O19	62743.0	280115.0
HP1504901_O2	40796.0	186662.0
HP1504901_O20	643005.0	871756.0
HP1504901_O21	443091.0	464477.0
HP1504901_O22	97135.0	486793.0
HP1504901_O23	77958.0	360952.0
HP1504901_O24	459389.0	408309.0
HP1504901_O3	70903.0	296694.0
HP1504901_O4	457725.0	370076.0
HP1504901_O5	456398.0	354232.0
HP1504901_O6	408316.0	379344.0
HP1504901_O7	367858.0	294847.0
HP1504901_O8	536813.0	633680.0
HP1504901_O9	397457.0	494817.0
HP1504901_P1	25341.0	94264.0
HP1504901_P10	551730.0	373919.0
HP1504901_P11	331793.0	217066.0
HP1504901_P12	65758.0	207202.0
HP1504901_P14	307101.0	1333989.0
HP1504901_P15	138369.0	301724.0
HP1504901_P16	483062.0	348649.0
HP1504901_P17	84738.0	449576.0
HP1504901_P18	562360.0	328085.0
HP1504901_P19	47666.0	219307.0
HP1504901_P2	58772.0	263531.0
HP1504901_P20	418105.0	514791.0
HP1504901_P21	340529.0	348431.0
HP1504901_P22	74872.0	280681.0
HP1504901_P23	94799.0	363268.0
HP1504901_P24	97899.0	276451.0
HP1504901_P3	288743.0	128338.0
HP1504901_P4	210908.0	409661.0
HP1504901_P5	34861.0	157184.0
HP1504901_P6	33916.0	102680.0
HP1504901_P7	318500.0	199383.0
HP1504901_P8	68222.0	307774.0
HP1504901_P9	316951.0	230233.0
HP1506401_A1	1202.0	36.0
HP1506401_A10	712.0	18.0
HP1506401_A11	1791.0	98.0
HP1506401_A12	85117.0	35996.0
HP1506401_A13	35412.0	8252.0
HP1506401_A14	557630.0	821403.0
HP1506401_A15	91597.0	44876.0
HP1506401_A16	10216.0	2053.0
HP1506401_A17	948360.0	1361761.0
HP1506401_A18	43357.0	13875.0
HP1506401_A19	5800.0	622.0
HP1506401_A2	53795.0	16205.0
HP1506401_A20	57762.0	16026.0
HP1506401_A21	840317.0	833619.0
HP1506401_A22	285.0	3.0
HP1506401_A23	82152.0	87823.0
HP1506401_A24	477679.0	553001.0
HP1506401_A3	32608.0	10559.0
HP1506401_A4	464532.0	305727.0
HP1506401_A5	202205.0	111213.0
HP1506401_A6	420599.0	486187.0
HP1506401_A7	950140.0	1654333.0
HP1506401_A8	92843.0	44114.0
HP1506401_A9	184816.0	130775.0
HP1506401_B1	586641.0	574367.0
HP1506401_B10	2514.0	250.0
HP1506401_B11	432971.0	454960.0
HP1506401_B12	43474.0	24927.0
HP1506401_B13	2721.0	180.0
HP1506401_B14	849499.0	1653908.0
HP1506401_B15	210960.0	95238.0
HP1506401_B16	331052.0	461352.0
HP1506401_B17	1000332.0	840307.0
HP1506401_B18	55648.0	33916.0
HP1506401_B19	2617.0	287.0
HP1506401_B2	56060.0	48579.0
HP1506401_B20	54700.0	19130.0
HP1506401_B21	131684.0	336467.0
HP1506401_B22	265136.0	227042.0
HP1506401_B23	125381.0	110494.0
HP1506401_B24	622468.0	492560.0
HP1506401_B3	538726.0	265322.0
HP1506401_B4	738991.0	673181.0
HP1506401_B5	555199.0	332961.0
HP1506401_B6	312456.0	259485.0
HP1506401_B7	31757.0	4658.0
HP1506401_B8	590037.0	472954.0
HP1506401_B9	70590.0	66405.0
HP1506401_C1	7405.0	1339.0
HP1506401_C10	809.0	21.0
HP1506401_C11	7098.0	640.0
HP1506401_C12	303634.0	364084.0
HP1506401_C13	471001.0	735945.0
HP1506401_C14	110397.0	44127.0
HP1506401_C15	67166.0	36346.0
HP1506401_C16	205612.0	96780.0
HP1506401_C17	873577.0	808211.0
HP1506401_C18	336143.0	291417.0
HP1506401_C19	415.0	7.0
HP1506401_C2	22910.0	3899.0
HP1506401_C20	1283.0	103.0
HP1506401_C21	195676.0	185985.0
HP1506401_C22	112.0	0.0
HP1506401_C23	409331.0	838323.0
HP1506401_C24	192148.0	129481.0
HP1506401_C3	82850.0	49418.0
HP1506401_C4	788461.0	952586.0
HP1506401_C5	1031459.0	1256154.0
HP1506401_C6	21562.0	4988.0
HP1506401_C7	1569469.0	2103255.0
HP1506401_C8	300728.0	185406.0
HP1506401_C9	248163.0	190782.0
HP1506401_D1	684401.0	427200.0
HP1506401_D10	22652.0	7098.0
HP1506401_D11	70056.0	40644.0
HP1506401_D12	537081.0	665223.0
HP1506401_D13	395248.0	324669.0
HP1506401_D14	176321.0	168876.0
HP1506401_D15	474121.0	283502.0
HP1506401_D16	11159.0	3714.0
HP1506401_D17	814519.0	825755.0
HP1506401_D18	615574.0	426473.0
HP1506401_D19	13500.0	2961.0
HP1506401_D2	882184.0	727873.0
HP1506401_D20	5163.0	608.0
HP1506401_D21	18331.0	2538.0
HP1506401_D22	297296.0	448863.0
HP1506401_D23	617541.0	726900.0
HP1506401_D24	1054851.0	1074459.0
HP1506401_D3	779385.0	1702060.0
HP1506401_D4	147008.0	188965.0
HP1506401_D5	31229.0	9353.0
HP1506401_D6	338080.0	623634.0
HP1506401_D7	391904.0	209172.0
HP1506401_D8	305240.0	174964.0
HP1506401_D9	424190.0	393150.0
HP1506401_E1	28463.0	14380.0
HP1506401_E10	239427.0	185534.0
HP1506401_E11	56805.0	22252.0
HP1506401_E12	786322.0	642400.0
HP1506401_E13	4157.0	728.0
HP1506401_E14	1573530.0	3126143.0
HP1506401_E15	645492.0	621859.0
HP1506401_E16	510206.0	351740.0
HP1506401_E17	2877411.0	3990790.0
HP1506401_E18	1849332.0	3373850.0
HP1506401_E19	25259.0	9656.0
HP1506401_E2	20626.0	2838.0
HP1506401_E20	47231.0	27948.0
HP1506401_E21	412189.0	351279.0
HP1506401_E22	5837.0	1203.0
HP1506401_E23	332587.0	487331.0
HP1506401_E24	729558.0	1544667.0
HP1506401_E3	161822.0	93910.0
HP1506401_E4	249023.0	690037.0
HP1506401_E5	297552.0	337288.0
HP1506401_E6	199433.0	71730.0
HP1506401_E7	264422.0	328500.0
HP1506401_E8	558949.0	442119.0
HP1506401_E9	94418.0	47528.0
HP1506401_F1	25800.0	6817.0
HP1506401_F10	808085.0	646342.0
HP1506401_F11	552829.0	565368.0
HP1506401_F12	365619.0	378704.0
HP1506401_F13	115893.0	118443.0
HP1506401_F14	523052.0	464764.0
HP1506401_F15	63690.0	32576.0
HP1506401_F16	296531.0	255485.0
HP1506401_F17	432233.0	357472.0
HP1506401_F18	676925.0	932969.0
HP1506401_F19	101398.0	39969.0
HP1506401_F2	257800.0	124859.0
HP1506401_F20	190454.0	186159.0
HP1506401_F21	80615.0	30068.0
HP1506401_F22	609549.0	692964.0
HP1506401_F23	2173171.0	2826115.0
HP1506401_F24	559784.0	664076.0
HP1506401_F3	120271.0	66365.0
HP1506401_F4	5255.0	644.0
HP1506401_F5	312453.0	215394.0
HP1506401_F6	98819.0	114687.0
HP1506401_F7	18657.0	3771.0
HP1506401_F8	782062.0	905081.0
HP1506401_F9	424689.0	478933.0
HP1506401_G1	247430.0	111454.0
HP1506401_G10	2154.0	132.0
HP1506401_G11	569814.0	651530.0
HP1506401_G12	384824.0	349909.0
HP1506401_G13	193879.0	124096.0
HP1506401_G14	2013468.0	5140423.0
HP1506401_G15	1635645.0	2829377.0
HP1506401_G16	329307.0	326456.0
HP1506401_G17	115436.0	112372.0
HP1506401_G18	2027548.0	2168509.0
HP1506401_G19	102145.0	53071.0
HP1506401_G2	194206.0	119838.0
HP1506401_G20	58878.0	25788.0
HP1506401_G21	458000.0	424416.0
HP1506401_G22	190.0	9.0
HP1506401_G23	487470.0	473917.0
HP1506401_G24	850904.0	842138.0
HP1506401_G3	84806.0	52689.0
HP1506401_G4	390094.0	330309.0
HP1506401_G5	854636.0	892590.0
HP1506401_G6	179265.0	102239.0
HP1506401_G7	146129.0	150486.0
HP1506401_G8	336928.0	257801.0
HP1506401_G9	90673.0	65972.0
HP1506401_H1	938591.0	855873.0
HP1506401_H10	75855.0	54742.0
HP1506401_H11	331618.0	219927.0
HP1506401_H12	506470.0	435502.0
HP1506401_H13	383991.0	366200.0
HP1506401_H14	331376.0	373362.0
HP1506401_H15	592251.0	934133.0
HP1506401_H16	357392.0	374412.0
HP1506401_H17	132646.0	151322.0
HP1506401_H18	247050.0	250983.0
HP1506401_H19	82439.0	28394.0
HP1506401_H2	295940.0	133913.0
HP1506401_H20	17892.0	6935.0
HP1506401_H21	17338.0	6443.0
HP1506401_H22	257805.0	219351.0
HP1506401_H23	393353.0	236124.0
HP1506401_H24	112710.0	109241.0
HP1506401_H3	677140.0	936728.0
HP1506401_H4	1125060.0	1137081.0
HP1506401_H5	145449.0	171596.0
HP1506401_H6	124269.0	89800.0
HP1506401_H7	1303933.0	1117936.0
HP1506401_H8	69344.0	59350.0
HP1506401_H9	437836.0	335603.0
HP1506401_I1	301223.0	110923.0
HP1506401_I10	244197.0	287562.0
HP1506401_I11	764189.0	897619.0
HP1506401_I12	533686.0	496545.0
HP1506401_I13	880078.0	975427.0
HP1506401_I14	458579.0	345584.0
HP1506401_I15	1525817.0	1759344.0
HP1506401_I16	420748.0	178505.0
HP1506401_I17	1301430.0	1746633.0
HP1506401_I18	370175.0	341558.0
HP1506401_I19	2119.0	133.0
HP1506401_I2	122388.0	65320.0
HP1506401_I20	7087.0	1113.0
HP1506401_I21	698432.0	573125.0
HP1506401_I22	5340.0	414.0
HP1506401_I23	445776.0	405239.0
HP1506401_I24	335238.0	199766.0
HP1506401_I3	25854.0	3397.0
HP1506401_I4	462568.0	224059.0
HP1506401_I5	83376.0	57904.0
HP1506401_I6	486408.0	548559.0
HP1506401_I7	121775.0	134779.0
HP1506401_I8	299911.0	213376.0
HP1506401_I9	27798.0	28543.0
HP1506401_J1	17370.0	3712.0
HP1506401_J10	63809.0	72425.0
HP1506401_J11	483130.0	458765.0
HP1506401_J12	25926.0	14482.0
HP1506401_J13	42125.0	23133.0
HP1506401_J14	366400.0	317040.0
HP1506401_J15	1040497.0	1024636.0
HP1506401_J16	328078.0	165373.0
HP1506401_J17	372485.0	366999.0
HP1506401_J18	99823.0	29273.0
HP1506401_J19	64356.0	25304.0
HP1506401_J2	515346.0	389584.0
HP1506401_J20	1170633.0	854266.0
HP1506401_J21	138756.0	47526.0
HP1506401_J22	219148.0	124166.0
HP1506401_J23	943922.0	1303666.0
HP1506401_J24	557947.0	563851.0
HP1506401_J3	344143.0	494096.0
HP1506401_J4	235229.0	97738.0
HP1506401_J5	138251.0	50785.0
HP1506401_J6	202035.0	151428.0
HP1506401_J7	114160.0	61517.0
HP1506401_J8	344801.0	146800.0
HP1506401_J9	245708.0	144743.0
HP1506401_K1	162072.0	57464.0
HP1506401_K10	160633.0	304986.0
HP1506401_K11	79969.0	54437.0
HP1506401_K12	162338.0	58504.0
HP1506401_K13	22474.0	8235.0
HP1506401_K14	541176.0	681805.0
HP1506401_K15	95498.0	96890.0
HP1506401_K16	282216.0	93044.0
HP1506401_K17	1082464.0	1127745.0
HP1506401_K18	86072.0	66943.0
HP1506401_K19	269165.0	78077.0
HP1506401_K2	605700.0	393892.0
HP1506401_K20	4703.0	1034.0
HP1506401_K21	643958.0	633410.0
HP1506401_K22	115080.0	63814.0
HP1506401_K23	480247.0	336415.0
HP1506401_K24	206682.0	253646.0
HP1506401_K3	8232.0	3591.0
HP1506401_K4	188804.0	52233.0
HP1506401_K5	37389.0	33329.0
HP1506401_K6	293428.0	127340.0
HP1506401_K7	114061.0	132615.0
HP1506401_K8	44070.0	29018.0
HP1506401_K9	37442.0	38180.0
HP1506401_L1	188460.0	36887.0
HP1506401_L10	213615.0	63346.0
HP1506401_L11	216022.0	155783.0
HP1506401_L12	26349.0	21631.0
HP1506401_L13	221048.0	132727.0
HP1506401_L14	206043.0	130443.0
HP1506401_L15	6441.0	1124.0
HP1506401_L16	17365.0	9094.0
HP1506401_L17	211085.0	117458.0
HP1506401_L18	298944.0	307581.0
HP1506401_L19	55766.0	24522.0
HP1506401_L2	182254.0	98674.0
HP1506401_L20	1802014.0	2172351.0
HP1506401_L21	341414.0	118399.0
HP1506401_L22	40751.0	35466.0
HP1506401_L23	793524.0	714567.0
HP1506401_L24	16860.0	8300.0
HP1506401_L3	889471.0	1042008.0
HP1506401_L4	764151.0	561130.0
HP1506401_L5	78143.0	36372.0
HP1506401_L6	28791.0	20472.0
HP1506401_L7	105577.0	38366.0
HP1506401_L8	101873.0	179243.0
HP1506401_L9	214657.0	127000.0
HP1506401_M1	1230752.0	1059695.0
HP1506401_M10	388712.0	940836.0
HP1506401_M11	626968.0	310156.0
HP1506401_M12	191733.0	126651.0
HP1506401_M13	1732.0	144.0
HP1506401_M14	340155.0	194874.0
HP1506401_M15	1374.0	74.0
HP1506401_M16	339502.0	252651.0
HP1506401_M17	64589.0	36349.0
HP1506401_M18	407408.0	423920.0
HP1506401_M19	259854.0	228446.0
HP1506401_M2	14733.0	6637.0
HP1506401_M20	1577.0	51.0
HP1506401_M21	855305.0	760164.0
HP1506401_M22	100.0	0.0
HP1506401_M23	48089.0	13974.0
HP1506401_M24	982636.0	777504.0
HP1506401_M3	43988.0	17740.0
HP1506401_M4	315477.0	206860.0
HP1506401_M5	73249.0	36301.0
HP1506401_M6	330600.0	222461.0
HP1506401_M7	34871.0	31010.0
HP1506401_M8	249037.0	174541.0
HP1506401_M9	25065.0	14086.0
HP1506401_N1	115249.0	39748.0
HP1506401_N10	557487.0	258467.0
HP1506401_N11	61977.0	36749.0
HP1506401_N12	110142.0	156552.0
HP1506401_N13	6457.0	847.0
HP1506401_N14	24497.0	16239.0
HP1506401_N15	98239.0	48552.0
HP1506401_N16	102424.0	37693.0
HP1506401_N17	163405.0	79849.0
HP1506401_N18	97621.0	137435.0
HP1506401_N19	67331.0	21829.0
HP1506401_N2	28162.0	17299.0
HP1506401_N20	1027000.0	1258800.0
HP1506401_N21	28814.0	8954.0
HP1506401_N22	458177.0	585438.0
HP1506401_N23	299414.0	248834.0
HP1506401_N24	729945.0	533547.0
HP1506401_N3	3508.0	261.0
HP1506401_N4	974966.0	642042.0
HP1506401_N5	408740.0	644918.0
HP1506401_N6	103279.0	198781.0
HP1506401_N7	34150.0	15527.0
HP1506401_N8	57896.0	51182.0
HP1506401_N9	368533.0	577049.0
HP1506401_O1	49999.0	38790.0
HP1506401_O10	1078347.0	1536409.0
HP1506401_O11	574014.0	754902.0
HP1506401_O12	348618.0	451860.0
HP1506401_O13	92871.0	166472.0
HP1506401_O14	336812.0	319585.0
HP1506401_O15	53891.0	39419.0
HP1506401_O16	481841.0	614399.0
HP1506401_O17	19611.0	5809.0
HP1506401_O18	472051.0	794173.0
HP1506401_O19	193345.0	200386.0
HP1506401_O2	287015.0	100067.0
HP1506401_O20	19141.0	3043.0
HP1506401_O21	834558.0	1413139.0
HP1506401_O22	133.0	0.0
HP1506401_O23	264586.0	145014.0
HP1506401_O24	882316.0	1087175.0
HP1506401_O3	107556.0	71070.0
HP1506401_O4	339922.0	271982.0
HP1506401_O5	73373.0	72820.0
HP1506401_O6	629121.0	415760.0
HP1506401_O7	2245694.0	2847196.0
HP1506401_O8	331868.0	441040.0
HP1506401_O9	8801.0	2031.0
HP1506401_P1	188760.0	48055.0
HP1506401_P10	105821.0	99888.0
HP1506401_P11	243342.0	180172.0
HP1506401_P12	292570.0	238101.0
HP1506401_P14	899881.0	1319784.0
HP1506401_P15	23707.0	5430.0
HP1506401_P16	30755.0	26337.0
HP1506401_P17	105435.0	94727.0
HP1506401_P18	147485.0	123439.0
HP1506401_P19	93275.0	51887.0
HP1506401_P2	6035.0	796.0
HP1506401_P20	563718.0	560567.0
HP1506401_P21	179328.0	78971.0
HP1506401_P22	122039.0	90542.0
HP1506401_P23	232432.0	276681.0
HP1506401_P24	301628.0	357038.0
HP1506401_P3	190305.0	88645.0
HP1506401_P4	1318435.0	1169125.0
HP1506401_P5	555385.0	454267.0
HP1506401_P6	102886.0	151604.0
HP1506401_P7	19735.0	4774.0
HP1506401_P8	69632.0	101234.0
HP1506401_P9	210859.0	200121.0
HP1507101_A1	547.0	28.0
HP1507101_A10	19242.0	9033.0
HP1507101_A11	8044.0	2847.0
HP1507101_A12	112222.0	167743.0
HP1507101_A13	79439.0	53912.0
HP1507101_A14	69575.0	48395.0
HP1507101_A15	3807.0	779.0
HP1507101_A16	113467.0	128969.0
HP1507101_A17	16690.0	4141.0
HP1507101_A18	323872.0	421769.0
HP1507101_A19	9782.0	3851.0
HP1507101_A2	103178.0	246556.0
HP1507101_A20	154802.0	110846.0
HP1507101_A21	322.0	8.0
HP1507101_A22	70360.0	26341.0
HP1507101_A23	8635.0	8063.0
HP1507101_A24	118672.0	333293.0
HP1507101_A3	217917.0	401843.0
HP1507101_A4	739936.0	1128284.0
HP1507101_A5	93755.0	88962.0
HP1507101_A6	77887.0	80704.0
HP1507101_A7	15186.0	4632.0
HP1507101_A8	14514.0	5501.0
HP1507101_A9	27825.0	34130.0
HP1507101_B1	315567.0	258442.0
HP1507101_B10	108865.0	121695.0
HP1507101_B11	108984.0	125720.0
HP1507101_B12	121431.0	120532.0
HP1507101_B13	378792.0	542432.0
HP1507101_B14	318738.0	271753.0
HP1507101_B15	477422.0	518446.0
HP1507101_B16	188801.0	158466.0
HP1507101_B17	101485.0	167466.0
HP1507101_B18	201308.0	140965.0
HP1507101_B19	329215.0	397374.0
HP1507101_B2	70097.0	126183.0
HP1507101_B20	215087.0	265507.0
HP1507101_B21	556.0	24.0
HP1507101_B22	1916.0	121.0
HP1507101_B23	445401.0	482182.0
HP1507101_B24	325107.0	344896.0
HP1507101_B3	465392.0	473513.0
HP1507101_B4	271885.0	247634.0
HP1507101_B5	269529.0	380454.0
HP1507101_B6	333985.0	355301.0
HP1507101_B7	287533.0	309657.0
HP1507101_B8	18704.0	7904.0
HP1507101_B9	71442.0	180920.0
