filename,read_counts
HP1504901_I16.fastq,349384
HP1504901_I17.fastq,985296
HP1504901_I18.fastq,932470
HP1504901_I19.fastq,1078022
HP1504901_I1.fastq,200848
HP1504901_I20.fastq,834993
HP1504901_I21.fastq,951878
HP1504901_I22.fastq,1375973
HP1504901_I23.fastq,800084
HP1504901_I24.fastq,731227
HP1504901_I2.fastq,872067
HP1504901_I3.fastq,671173
HP1504901_I4.fastq,356450
HP1504901_I5.fastq,452674
HP1504901_I6.fastq,203970
HP1504901_I7.fastq,113889
HP1504901_I8.fastq,987566
HP1504901_I9.fastq,379523
HP1504901_J10.fastq,1080152
HP1504901_J11.fastq,271086
HP1504901_J12.fastq,910781
HP1504901_J13.fastq,778599
HP1504901_J14.fastq,652950
HP1504901_J15.fastq,860367
HP1504901_J16.fastq,510395
HP1504901_J17.fastq,1022832
HP1504901_J18.fastq,1422823
HP1504901_J19.fastq,800379
HP1504901_J1.fastq,237372
HP1504901_J20.fastq,1380327
HP1504901_J21.fastq,462618
HP1504901_J22.fastq,1293790
HP1504901_J23.fastq,1111824
HP1504901_J24.fastq,1200790
HP1504901_J2.fastq,527774
HP1504901_J3.fastq,772350
HP1504901_J4.fastq,1043065
HP1504901_J5.fastq,800958
HP1504901_J6.fastq,1007832
HP1504901_J7.fastq,742612
HP1504901_J8.fastq,993001
HP1504901_J9.fastq,835548
HP1504901_K10.fastq,173629
HP1504901_K11.fastq,79854
HP1504901_K12.fastq,386218
HP1504901_K13.fastq,135097
HP1504901_K14.fastq,977538
HP1504901_K15.fastq,136335
HP1504901_K16.fastq,317900
HP1504901_K17.fastq,308881
HP1504901_K18.fastq,250623
HP1504901_K19.fastq,792547
HP1504901_K1.fastq,151619
HP1504901_K20.fastq,999494
HP1504901_K21.fastq,140127
HP1504901_K22.fastq,1314131
HP1504901_K23.fastq,791470
HP1504901_K24.fastq,357666
HP1504901_K2.fastq,275026
HP1504901_K3.fastq,140578
HP1504901_K4.fastq,324494
HP1504901_K5.fastq,830746
HP1504901_K6.fastq,612638
HP1504901_K7.fastq,196374
HP1504901_K8.fastq,336443
HP1504901_K9.fastq,269723
HP1504901_L10.fastq,418647
HP1504901_L11.fastq,168307
HP1504901_L12.fastq,755034
HP1504901_L13.fastq,600364
HP1504901_L14.fastq,868948
HP1504901_L15.fastq,208562
HP1504901_L16.fastq,1086205
HP1504901_L17.fastq,831998
HP1504901_L18.fastq,1121856
HP1504901_L19.fastq,647826
HP1504901_L1.fastq,416288
HP1504901_L20.fastq,1268520
HP1504901_L21.fastq,706985
HP1504901_L22.fastq,1398988
HP1504901_L23.fastq,270594
HP1504901_L24.fastq,598151
HP1504901_L2.fastq,472794
HP1504901_L3.fastq,561567
HP1504901_L4.fastq,278277
HP1504901_L5.fastq,436108
HP1504901_L6.fastq,256649
HP1504901_L7.fastq,218186
HP1504901_L8.fastq,959682
HP1504901_L9.fastq,632411
HP1504901_M10.fastq,330281
HP1504901_M11.fastq,553587
HP1504901_M12.fastq,429229
HP1504901_M13.fastq,141649
HP1504901_M14.fastq,516281
HP1504901_M15.fastq,17831
HP1504901_M16.fastq,340911
HP1504901_M17.fastq,307866
HP1504901_M18.fastq,1239882
HP1504901_M19.fastq,1068986
HP1504901_M1.fastq,120058
HP1504901_M20.fastq,831582
HP1504901_M21.fastq,641863
HP1504901_M22.fastq,719179
HP1504901_M23.fastq,457887
HP1504901_M24.fastq,730949
HP1504901_M2.fastq,429346
HP1504901_M3.fastq,396095
HP1504901_M4.fastq,460800
HP1504901_M5.fastq,27437
HP1504901_M6.fastq,577298
HP1504901_M7.fastq,31331
HP1504901_M8.fastq,340561
HP1504901_M9.fastq,171583
HP1504901_N10.fastq,338249
HP1504901_N11.fastq,208660
HP1504901_N12.fastq,661788
HP1504901_N13.fastq,692802
HP1504901_N14.fastq,477287
HP1504901_N15.fastq,655528
HP1504901_N16.fastq,1027363
HP1504901_N17.fastq,684859
HP1504901_N18.fastq,1386495
HP1504901_N19.fastq,800658
HP1504901_N1.fastq,415617
HP1504901_N20.fastq,607940
HP1504901_N21.fastq,358275
HP1504901_N22.fastq,1432623
HP1504901_N23.fastq,846607
HP1504901_N24.fastq,704114
HP1504901_N2.fastq,495216
HP1504901_N3.fastq,218260
HP1504901_N4.fastq,402846
HP1504901_N5.fastq,245135
HP1504901_N6.fastq,279391
HP1504901_N7.fastq,367381
HP1504901_N8.fastq,1098534
HP1504901_N9.fastq,631553
HP1504901_O10.fastq,785296
HP1504901_O11.fastq,884751
HP1504901_O12.fastq,328765
HP1504901_O13.fastq,347536
HP1504901_O14.fastq,979903
HP1504901_O15.fastq,209221
HP1504901_O16.fastq,1009349
HP1504901_O17.fastq,753169
HP1504901_O18.fastq,1132380
HP1504901_O19.fastq,342858
HP1504901_O1.fastq,352802
HP1504901_O20.fastq,1514761
HP1504901_O21.fastq,907568
HP1504901_O22.fastq,583928
HP1504901_O23.fastq,438910
HP1504901_O24.fastq,867698
HP1504901_O2.fastq,227458
HP1504901_O3.fastq,367597
HP1504901_O4.fastq,827801
HP1504901_O5.fastq,810630
HP1504901_O6.fastq,787660
HP1504901_O7.fastq,662705
HP1504901_O8.fastq,1170493
HP1504901_O9.fastq,892274
HP1504901_P10.fastq,925649
HP1504901_P11.fastq,548859
HP1504901_P12.fastq,272960
HP1504901_P14.fastq,1641090
HP1504901_P15.fastq,440093
HP1504901_P16.fastq,831711
HP1504901_P17.fastq,534314
HP1504901_P18.fastq,890445
HP1504901_P19.fastq,266973
HP1504901_P1.fastq,119605
HP1504901_P20.fastq,932896
HP1504901_P21.fastq,688960
HP1504901_P22.fastq,355553
HP1504901_P23.fastq,458067
HP1504901_P24.fastq,374350
HP1504901_P2.fastq,322303
HP1504901_P3.fastq,417081
HP1504901_P4.fastq,620569
HP1504901_P5.fastq,192045
HP1504901_P6.fastq,136596
HP1504901_P7.fastq,517883
HP1504901_P8.fastq,375996
HP1504901_P9.fastq,547184
HP1506401_A10.fastq,730
HP1506401_A11.fastq,1889
HP1506401_A12.fastq,121113
HP1506401_A13.fastq,43664
HP1506401_A14.fastq,1379033
HP1506401_A15.fastq,136473
HP1506401_A16.fastq,12269
HP1506401_A17.fastq,2310121
HP1506401_A18.fastq,57232
HP1506401_A19.fastq,6422
HP1506401_A1.fastq,1238
HP1506401_A20.fastq,73788
HP1506401_A21.fastq,1673936
HP1506401_A22.fastq,288
HP1506401_A23.fastq,169975
HP1506401_A24.fastq,1030680
HP1506401_A2.fastq,70000
HP1506401_A3.fastq,43167
HP1506401_A4.fastq,770259
HP1506401_A5.fastq,313418
HP1506401_A6.fastq,906786
HP1506401_A7.fastq,2604473
HP1506401_A8.fastq,136957
HP1506401_A9.fastq,315591
HP1506401_B10.fastq,2764
HP1506401_B11.fastq,887931
HP1506401_B12.fastq,68401
HP1506401_B13.fastq,2901
HP1506401_B14.fastq,2503407
HP1506401_B15.fastq,306198
HP1506401_B16.fastq,792404
HP1506401_B17.fastq,1840639
HP1506401_B18.fastq,89564
HP1506401_B19.fastq,2904
HP1506401_B1.fastq,1161008
HP1506401_B20.fastq,73830
HP1506401_B21.fastq,468151
HP1506401_B22.fastq,492178
HP1506401_B23.fastq,235875
HP1506401_B24.fastq,1115028
HP1506401_B2.fastq,104639
HP1506401_B3.fastq,804048
HP1506401_B4.fastq,1412172
HP1506401_B5.fastq,888160
HP1506401_B6.fastq,571941
HP1506401_B7.fastq,36415
HP1506401_B8.fastq,1062991
HP1506401_B9.fastq,136995
HP1506401_C10.fastq,830
HP1506401_C11.fastq,7738
HP1506401_C12.fastq,667718
HP1506401_C13.fastq,1206946
HP1506401_C14.fastq,154524
HP1506401_C15.fastq,103512
HP1506401_C16.fastq,302392
HP1506401_C17.fastq,1681788
HP1506401_C18.fastq,627560
HP1506401_C19.fastq,422
HP1506401_C1.fastq,8744
HP1506401_C20.fastq,1386
HP1506401_C21.fastq,381661
HP1506401_C22.fastq,112
HP1506401_C23.fastq,1247654
HP1506401_C24.fastq,321629
HP1506401_C2.fastq,26809
HP1506401_C3.fastq,132268
HP1506401_C4.fastq,1741047
HP1506401_C5.fastq,2287613
HP1506401_C6.fastq,26550
HP1506401_C7.fastq,3672724
HP1506401_C8.fastq,486134
HP1506401_C9.fastq,438945
HP1506401_D10.fastq,29750
HP1506401_D11.fastq,110700
HP1506401_D12.fastq,1202304
HP1506401_D13.fastq,719917
HP1506401_D14.fastq,345197
HP1506401_D15.fastq,757623
HP1506401_D16.fastq,14873
HP1506401_D17.fastq,1640274
HP1506401_D18.fastq,1042047
HP1506401_D19.fastq,16461
HP1506401_D1.fastq,1111601
HP1506401_D20.fastq,5771
HP1506401_D21.fastq,20869
HP1506401_D22.fastq,746159
HP1506401_D23.fastq,1344441
HP1506401_D24.fastq,2129310
HP1506401_D2.fastq,1610057
HP1506401_D3.fastq,2481445
HP1506401_D4.fastq,335973
HP1506401_D5.fastq,40582
HP1506401_D6.fastq,961714
HP1506401_D7.fastq,601076
HP1506401_D8.fastq,480204
HP1506401_D9.fastq,817340
HP1506401_E10.fastq,424961
HP1506401_E11.fastq,79057
HP1506401_E12.fastq,1428722
HP1506401_E13.fastq,4885
HP1506401_E14.fastq,4699673
HP1506401_E15.fastq,1267351
HP1506401_E16.fastq,861946
HP1506401_E17.fastq,6868201
HP1506401_E18.fastq,5223182
HP1506401_E19.fastq,34915
HP1506401_E1.fastq,42843
HP1506401_E20.fastq,75179
HP1506401_E21.fastq,763468
HP1506401_E22.fastq,7040
HP1506401_E23.fastq,819918
HP1506401_E24.fastq,2274225
HP1506401_E2.fastq,23464
HP1506401_E3.fastq,255732
HP1506401_E4.fastq,939060
HP1506401_E5.fastq,634840
HP1506401_E6.fastq,271163
HP1506401_E7.fastq,592922
HP1506401_E8.fastq,1001068
HP1506401_E9.fastq,141946
HP1506401_F10.fastq,1454427
HP1506401_F11.fastq,1118197
HP1506401_F12.fastq,744323
HP1506401_F13.fastq,234336
HP1506401_F14.fastq,987816
HP1506401_F15.fastq,96266
HP1506401_F16.fastq,552016
HP1506401_F17.fastq,789705
HP1506401_F18.fastq,1609894
HP1506401_F19.fastq,141367
HP1506401_F1.fastq,32617
HP1506401_F20.fastq,376613
HP1506401_F21.fastq,110683
HP1506401_F22.fastq,1302513
HP1506401_F23.fastq,4999286
HP1506401_F24.fastq,1223860
HP1506401_F2.fastq,382659
HP1506401_F3.fastq,186636
HP1506401_F4.fastq,5899
HP1506401_F5.fastq,527847
HP1506401_F6.fastq,213506
HP1506401_F7.fastq,22428
HP1506401_F8.fastq,1687143
HP1506401_F9.fastq,903622
HP1506401_G10.fastq,2286
HP1506401_G11.fastq,1221344
HP1506401_G12.fastq,734733
HP1506401_G13.fastq,317975
HP1506401_G14.fastq,7153891
HP1506401_G15.fastq,4465022
HP1506401_G16.fastq,655763
HP1506401_G17.fastq,227808
HP1506401_G18.fastq,4196057
HP1506401_G19.fastq,155216
HP1506401_G1.fastq,358884
HP1506401_G20.fastq,84666
HP1506401_G21.fastq,882416
HP1506401_G22.fastq,199
HP1506401_G23.fastq,961387
HP1506401_G24.fastq,1693042
HP1506401_G2.fastq,314044
HP1506401_G3.fastq,137495
HP1506401_G4.fastq,720403
HP1506401_G5.fastq,1747226
HP1506401_G6.fastq,281504
HP1506401_G7.fastq,296615
HP1506401_G8.fastq,594729
HP1506401_G9.fastq,156645
HP1506401_H10.fastq,130597
HP1506401_H11.fastq,551545
HP1506401_H12.fastq,941972
HP1506401_H13.fastq,750191
HP1506401_H14.fastq,704738
HP1506401_H15.fastq,1526384
HP1506401_H16.fastq,731804
HP1506401_H17.fastq,283968
HP1506401_H18.fastq,498033
HP1506401_H19.fastq,110833
HP1506401_H1.fastq,1794464
HP1506401_H20.fastq,24827
HP1506401_H21.fastq,23781
HP1506401_H22.fastq,477156
HP1506401_H23.fastq,629477
HP1506401_H24.fastq,221951
HP1506401_H2.fastq,429853
HP1506401_H3.fastq,1613868
HP1506401_H4.fastq,2262141
HP1506401_H5.fastq,317045
HP1506401_H6.fastq,214069
HP1506401_H7.fastq,2421869
HP1506401_H8.fastq,128694
HP1506401_H9.fastq,773439
HP1506401_I10.fastq,531759
HP1506401_I11.fastq,1661808
HP1506401_I12.fastq,1030231
HP1506401_I13.fastq,1855505
HP1506401_I14.fastq,804163
HP1506401_I15.fastq,3285161
HP1506401_I16.fastq,599253
HP1506401_I17.fastq,3048063
HP1506401_I18.fastq,711733
HP1506401_I19.fastq,2252
HP1506401_I1.fastq,412146
HP1506401_I20.fastq,8200
HP1506401_I21.fastq,1271557
HP1506401_I22.fastq,5754
HP1506401_I23.fastq,851015
HP1506401_I24.fastq,535004
HP1506401_I2.fastq,187708
HP1506401_I3.fastq,29251
HP1506401_I4.fastq,686627
HP1506401_I5.fastq,141280
HP1506401_I6.fastq,1034967
HP1506401_I7.fastq,256554
HP1506401_I8.fastq,513287
HP1506401_I9.fastq,56341
HP1506401_J10.fastq,136234
HP1506401_J11.fastq,941895
HP1506401_J12.fastq,40408
HP1506401_J13.fastq,65258
HP1506401_J14.fastq,683440
HP1506401_J15.fastq,2065133
HP1506401_J16.fastq,493451
HP1506401_J17.fastq,739484
HP1506401_J18.fastq,129096
HP1506401_J19.fastq,89660
HP1506401_J1.fastq,21082
HP1506401_J20.fastq,2024899
HP1506401_J21.fastq,186282
HP1506401_J22.fastq,343314
HP1506401_J23.fastq,2247588
HP1506401_J24.fastq,1121798
HP1506401_J2.fastq,904930
HP1506401_J3.fastq,838239
HP1506401_J4.fastq,332967
HP1506401_J5.fastq,189036
HP1506401_J6.fastq,353463
HP1506401_J7.fastq,175677
HP1506401_J8.fastq,491601
HP1506401_J9.fastq,390451
HP1506401_K10.fastq,465619
HP1506401_K11.fastq,134406
HP1506401_K12.fastq,220842
HP1506401_K13.fastq,30709
HP1506401_K14.fastq,1222981
HP1506401_K15.fastq,192388
HP1506401_K16.fastq,375260
HP1506401_K17.fastq,2210209
HP1506401_K18.fastq,153015
HP1506401_K19.fastq,347242
HP1506401_K1.fastq,219536
HP1506401_K20.fastq,5737
HP1506401_K21.fastq,1277368
HP1506401_K22.fastq,178894
HP1506401_K23.fastq,816662
HP1506401_K24.fastq,460328
HP1506401_K2.fastq,999592
HP1506401_K3.fastq,11823
HP1506401_K4.fastq,241037
HP1506401_K5.fastq,70718
HP1506401_K6.fastq,420768
HP1506401_K7.fastq,246676
HP1506401_K8.fastq,73088
HP1506401_K9.fastq,75622
HP1506401_L10.fastq,276961
HP1506401_L11.fastq,371805
HP1506401_L12.fastq,47980
HP1506401_L13.fastq,353775
HP1506401_L14.fastq,336486
HP1506401_L15.fastq,7565
HP1506401_L16.fastq,26459
HP1506401_L17.fastq,328543
HP1506401_L18.fastq,606525
HP1506401_L19.fastq,80288
HP1506401_L1.fastq,225347
HP1506401_L20.fastq,3974365
HP1506401_L21.fastq,459813
HP1506401_L22.fastq,76217
HP1506401_L23.fastq,1508091
HP1506401_L24.fastq,25160
HP1506401_L2.fastq,280928
HP1506401_L3.fastq,1931479
HP1506401_L4.fastq,1325281
HP1506401_L5.fastq,114515
HP1506401_L6.fastq,49263
HP1506401_L7.fastq,143943
HP1506401_L8.fastq,281116
HP1506401_L9.fastq,341657
HP1506401_M10.fastq,1329548
HP1506401_M11.fastq,937124
HP1506401_M12.fastq,318384
HP1506401_M13.fastq,1876
HP1506401_M14.fastq,535029
HP1506401_M15.fastq,1448
HP1506401_M16.fastq,592153
HP1506401_M17.fastq,100938
HP1506401_M18.fastq,831328
HP1506401_M19.fastq,488300
HP1506401_M1.fastq,2290447
HP1506401_M20.fastq,1628
HP1506401_M21.fastq,1615469
HP1506401_M22.fastq,100
HP1506401_M23.fastq,62063
HP1506401_M24.fastq,1760140
HP1506401_M2.fastq,21370
HP1506401_M3.fastq,61728
HP1506401_M4.fastq,522337
HP1506401_M5.fastq,109550
HP1506401_M6.fastq,553061
HP1506401_M7.fastq,65881
HP1506401_M8.fastq,423578
HP1506401_M9.fastq,39151
HP1506401_N10.fastq,815954
HP1506401_N11.fastq,98726
HP1506401_N12.fastq,266694
HP1506401_N13.fastq,7304
HP1506401_N14.fastq,40736
HP1506401_N15.fastq,146791
HP1506401_N16.fastq,140117
HP1506401_N17.fastq,243254
HP1506401_N18.fastq,235056
HP1506401_N19.fastq,89160
HP1506401_N1.fastq,154997
HP1506401_N20.fastq,2285800
HP1506401_N21.fastq,37768
HP1506401_N22.fastq,1043615
HP1506401_N23.fastq,548248
HP1506401_N24.fastq,1263492
HP1506401_N2.fastq,45461
HP1506401_N3.fastq,3769
HP1506401_N4.fastq,1617008
HP1506401_N5.fastq,1053658
HP1506401_N6.fastq,302060
HP1506401_N7.fastq,49677
HP1506401_N8.fastq,109078
HP1506401_N9.fastq,945582
HP1506401_O10.fastq,2614756
HP1506401_O11.fastq,1328916
HP1506401_O12.fastq,800478
HP1506401_O13.fastq,259343
HP1506401_O14.fastq,656397
HP1506401_O15.fastq,93310
HP1506401_O16.fastq,1096240
HP1506401_O17.fastq,25420
HP1506401_O18.fastq,1266224
HP1506401_O19.fastq,393731
HP1506401_O1.fastq,88789
HP1506401_O20.fastq,22184
HP1506401_O21.fastq,2247697
HP1506401_O22.fastq,133
HP1506401_O23.fastq,409600
HP1506401_O24.fastq,1969491
HP1506401_O2.fastq,387082
HP1506401_O3.fastq,178626
HP1506401_O4.fastq,611904
HP1506401_O5.fastq,146193
HP1506401_O6.fastq,1044881
HP1506401_O7.fastq,5092890
HP1506401_O8.fastq,772908
HP1506401_O9.fastq,10832
HP1506401_P10.fastq,205709
HP1506401_P11.fastq,423514
HP1506401_P12.fastq,530671
HP1506401_P14.fastq,2219665
HP1506401_P15.fastq,29137
HP1506401_P16.fastq,57092
HP1506401_P17.fastq,200162
HP1506401_P18.fastq,270924
HP1506401_P19.fastq,145162
HP1506401_P1.fastq,236815
HP1506401_P20.fastq,1124285
HP1506401_P21.fastq,258299
HP1506401_P22.fastq,212581
HP1506401_P23.fastq,509113
HP1506401_P24.fastq,658666
HP1506401_P2.fastq,6831
HP1506401_P3.fastq,278950
HP1506401_P4.fastq,2487560
HP1506401_P5.fastq,1009652
HP1506401_P6.fastq,254490
HP1506401_P7.fastq,24509
HP1506401_P8.fastq,170866
HP1506401_P9.fastq,410980
HP1507101_A10.fastq,28275
HP1507101_A11.fastq,10891
HP1507101_A12.fastq,279965
HP1507101_A13.fastq,133351
HP1507101_A14.fastq,117970
HP1507101_A15.fastq,4586
HP1507101_A16.fastq,242436
HP1507101_A17.fastq,20831
HP1507101_A18.fastq,745641
HP1507101_A19.fastq,13633
HP1507101_A1.fastq,575
HP1507101_A20.fastq,265648
HP1507101_A21.fastq,330
HP1507101_A22.fastq,96701
HP1507101_A23.fastq,16698
HP1507101_A24.fastq,451965
HP1507101_A2.fastq,349734
HP1507101_A3.fastq,619760
HP1507101_A4.fastq,1868220
HP1507101_A5.fastq,182717
HP1507101_A6.fastq,158591
HP1507101_A7.fastq,19818
HP1507101_A8.fastq,20015
HP1507101_A9.fastq,61955
HP1507101_B10.fastq,230560
HP1507101_B11.fastq,234704
HP1507101_B12.fastq,241963
HP1507101_B13.fastq,921224
HP1507101_B14.fastq,590491
HP1507101_B15.fastq,995868
HP1507101_B16.fastq,347267
HP1507101_B17.fastq,268951
HP1507101_B18.fastq,342273
HP1507101_B19.fastq,726589
HP1507101_B1.fastq,574009
HP1507101_B20.fastq,480594
HP1507101_B21.fastq,580
HP1507101_B22.fastq,2037
HP1507101_B23.fastq,927583
HP1507101_B24.fastq,670003
HP1507101_B2.fastq,196280
HP1507101_B3.fastq,938905
HP1507101_B4.fastq,519519
HP1507101_B5.fastq,649983
HP1507101_B6.fastq,689286
HP1507101_B7.fastq,597190
HP1507101_B8.fastq,26608
HP1507101_B9.fastq,252362
HP1507101_C10.fastq,1078558
HP1507101_C11.fastq,31560
HP1507101_C12.fastq,420506
HP1507101_C13.fastq,12151
HP1507101_C14.fastq,412866
HP1507101_C15.fastq,29637
HP1507101_C16.fastq,207368
HP1507101_C17.fastq,13544
HP1507101_C18.fastq,198377
HP1507101_C19.fastq,18982
HP1507101_C1.fastq,3813
HP1507101_C20.fastq,295943
HP1507101_C21.fastq,1358
HP1507101_C22.fastq,5208
HP1507101_C23.fastq,5681
HP1507101_C24.fastq,147298
HP1507101_C2.fastq,1416601
HP1507101_C3.fastq,228117
HP1507101_C4.fastq,1158950
HP1507101_C5.fastq,372367
HP1507101_C6.fastq,61062
HP1507101_C7.fastq,215329
HP1507101_C8.fastq,686816
HP1507101_C9.fastq,12688
HP1507101_D10.fastq,361773
HP1507101_D11.fastq,227660
HP1507101_D12.fastq,838063
HP1507101_D13.fastq,133500
HP1507101_D14.fastq,1316482
HP1507101_D15.fastq,466842
HP1507101_D16.fastq,375649
HP1507101_D17.fastq,870728
HP1507101_D18.fastq,1529975
HP1507101_D19.fastq,336819
HP1507101_D1.fastq,1047543
HP1507101_D20.fastq,1131297
HP1507101_D21.fastq,461906
HP1507101_D22.fastq,486073
HP1507101_D23.fastq,348051
HP1507101_D24.fastq,686981
HP1507101_D2.fastq,395724
HP1507101_D3.fastq,1053428
HP1507101_D4.fastq,458158
HP1507101_D5.fastq,446280
HP1507101_D6.fastq,988245
HP1507101_D7.fastq,466945
HP1507101_D8.fastq,1394079
HP1507101_D9.fastq,410716
HP1507101_E10.fastq,1480495
HP1507101_E11.fastq,7664
HP1507101_E12.fastq,470259
HP1507101_E13.fastq,29713
HP1507101_E14.fastq,135578
HP1507101_E15.fastq,13407
HP1507101_E16.fastq,284506
HP1507101_E17.fastq,2693
HP1507101_E18.fastq,514919
HP1507101_E19.fastq,13928
HP1507101_E1.fastq,14252
HP1507101_E20.fastq,341976
HP1507101_E21.fastq,43558
HP1507101_E22.fastq,569293
HP1507101_E23.fastq,79977
HP1507101_E24.fastq,154934
HP1507101_E2.fastq,659675
HP1507101_E3.fastq,247696
HP1507101_E4.fastq,564827
HP1507101_E5.fastq,77707
HP1507101_E6.fastq,166301
HP1507101_E7.fastq,295224
HP1507101_E8.fastq,956353
HP1507101_E9.fastq,81160
HP1507101_F10.fastq,1569866
HP1507101_F11.fastq,229604
HP1507101_F12.fastq,987593
HP1507101_F13.fastq,628921
HP1507101_F14.fastq,695083
HP1507101_F15.fastq,787837
HP1507101_F16.fastq,657211
HP1507101_F17.fastq,346978
HP1507101_F18.fastq,174946
HP1507101_F19.fastq,309498
HP1507101_F1.fastq,1351502
HP1507101_F20.fastq,323746
HP1507101_F21.fastq,156391
HP1507101_F22.fastq,473141
HP1507101_F23.fastq,174075
HP1507101_F24.fastq,98153
HP1507101_F2.fastq,692017
HP1507101_F3.fastq,178893
HP1507101_F4.fastq,881998
HP1507101_F5.fastq,191069
HP1507101_F6.fastq,797464
HP1507101_F7.fastq,1055165
HP1507101_F8.fastq,1607622
HP1507101_F9.fastq,857316
HP1507101_G10.fastq,2279369
HP1507101_G11.fastq,309572
HP1507101_G12.fastq,1346270
HP1507101_G13.fastq,52950
HP1507101_G14.fastq,1270912
HP1507101_G15.fastq,108456
HP1507101_G16.fastq,420444
HP1507101_G17.fastq,40146
HP1507101_G18.fastq,1187274
HP1507101_G19.fastq,28391
HP1507101_G1.fastq,2087
HP1507101_G20.fastq,285803
HP1507101_G21.fastq,19683
HP1507101_G22.fastq,63349
HP1507101_G23.fastq,87862
HP1507101_G24.fastq,832071
HP1507101_G2.fastq,866069
HP1507101_G3.fastq,202409
HP1507101_G4.fastq,378383
HP1507101_G5.fastq,23006
HP1507101_G6.fastq,210829
HP1507101_G7.fastq,194804
HP1507101_G8.fastq,1002870
HP1507101_G9.fastq,407112
HP1507101_H10.fastq,943102
HP1507101_H11.fastq,665016
HP1507101_H12.fastq,1480253
HP1507101_H13.fastq,1058476
HP1507101_H14.fastq,935099
HP1507101_H15.fastq,1138655
HP1507101_H16.fastq,639760
HP1507101_H17.fastq,1028027
HP1507101_H18.fastq,538464
HP1507101_H19.fastq,541511
HP1507101_H1.fastq,1390182
HP1507101_H20.fastq,390016
HP1507101_H21.fastq,706603
HP1507101_H22.fastq,864492
HP1507101_H23.fastq,882073
HP1507101_H24.fastq,369044
HP1507101_H2.fastq,221703
HP1507101_H3.fastq,822449
HP1507101_H4.fastq,738676
HP1507101_H5.fastq,1057661
HP1507101_H6.fastq,1172203
HP1507101_H7.fastq,142910
HP1507101_H8.fastq,119147
HP1507101_H9.fastq,646591
HP1507101_I10.fastq,191808
HP1507101_I11.fastq,1071917
HP1507101_I12.fastq,724536
HP1507101_I13.fastq,1268995
HP1507101_I14.fastq,128356
HP1507101_I15.fastq,30228
HP1507101_I16.fastq,556348
HP1507101_I17.fastq,1669450
HP1507101_I18.fastq,887206
HP1507101_I19.fastq,86323
HP1507101_I1.fastq,5221
HP1507101_I20.fastq,1723026
HP1507101_I21.fastq,9058
HP1507101_I22.fastq,689277
HP1507101_I23.fastq,238397
HP1507101_I24.fastq,1457145
HP1507101_I2.fastq,2104071
HP1507101_I3.fastq,94990
HP1507101_I4.fastq,862290
HP1507101_I5.fastq,682071
HP1507101_I6.fastq,1275182
HP1507101_I7.fastq,183127
HP1507101_I8.fastq,892805
HP1507101_I9.fastq,223089
HP1507101_J10.fastq,98039
HP1507101_J11.fastq,1019466
HP1507101_J12.fastq,529392
HP1507101_J13.fastq,2981537
HP1507101_J14.fastq,470442
HP1507101_J15.fastq,890837
HP1507101_J16.fastq,159259
HP1507101_J17.fastq,900858
HP1507101_J18.fastq,388190
HP1507101_J19.fastq,211513
HP1507101_J1.fastq,209861
HP1507101_J20.fastq,658421
HP1507101_J21.fastq,60351
HP1507101_J22.fastq,398730
HP1507101_J23.fastq,690492
HP1507101_J24.fastq,885649
HP1507101_J2.fastq,1546506
HP1507101_J3.fastq,1164624
HP1507101_J4.fastq,711017
HP1507101_J5.fastq,916671
HP1507101_J6.fastq,395607
HP1507101_J7.fastq,1675219
HP1507101_J8.fastq,1608180
HP1507101_J9.fastq,982719
HP1507101_K10.fastq,18098
HP1507101_K11.fastq,251811
HP1507101_K12.fastq,15508
HP1507101_K13.fastq,143941
HP1507101_K14.fastq,58788
HP1507101_K15.fastq,101846
HP1507101_K16.fastq,856906
HP1507101_K17.fastq,469704
HP1507101_K18.fastq,115164
HP1507101_K19.fastq,12585
HP1507101_K1.fastq,16391
HP1507101_K20.fastq,815434
HP1507101_K21.fastq,18727
HP1507101_K22.fastq,131628
HP1507101_K23.fastq,300298
HP1507101_K24.fastq,468228
HP1507101_K2.fastq,521385
HP1507101_K3.fastq,147716
HP1507101_K4.fastq,276030
HP1507101_K5.fastq,230867
HP1507101_K6.fastq,409201
HP1507101_K7.fastq,83103
HP1507101_K8.fastq,58904
HP1507101_K9.fastq,8403
HP1507101_L10.fastq,185820
HP1507101_L11.fastq,121408
HP1507101_L12.fastq,292120
HP1507101_L13.fastq,797459
HP1507101_L14.fastq,823289
HP1507101_L15.fastq,46908
HP1507101_L16.fastq,496374
HP1507101_L17.fastq,85729
HP1507101_L18.fastq,308398
HP1507101_L19.fastq,194918
HP1507101_L1.fastq,664533
HP1507101_L20.fastq,81887
HP1507101_L21.fastq,356566
HP1507101_L22.fastq,155277
HP1507101_L23.fastq,260432
HP1507101_L24.fastq,219831
HP1507101_L2.fastq,842724
HP1507101_L3.fastq,421800
HP1507101_L4.fastq,734131
HP1507101_L5.fastq,130605
HP1507101_L6.fastq,775793
HP1507101_L7.fastq,507996
HP1507101_L8.fastq,1045596
HP1507101_L9.fastq,677412
HP1507101_M10.fastq,1068371
HP1507101_M11.fastq,402
HP1507101_M12.fastq,249973
HP1507101_M13.fastq,763
HP1507101_M14.fastq,2181080
HP1507101_M15.fastq,355
HP1507101_M16.fastq,175104
HP1507101_M17.fastq,499
HP1507101_M18.fastq,578000
