run_accession	experiment_accession	library_name	submitted_ftp	sample_title	sample_accession
ERR1631510	ERX1701843	HP1506401_L5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631510/HP1506401_L5.fastq.gz	HP1506401_L5	SAMEA4438518
ERR1631513	ERX1701846	HP1506401_L8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631513/HP1506401_L8.fastq.gz	HP1506401_L8	SAMEA4438521
ERR1631517	ERX1701850	HP1506401_M11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631517/HP1506401_M11.fastq.gz	HP1506401_M11	SAMEA4438525
ERR1631518	ERX1701851	HP1506401_M12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631518/HP1506401_M12.fastq.gz	HP1506401_M12	SAMEA4438526
ERR1631519	ERX1701852	HP1506401_M13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631519/HP1506401_M13.fastq.gz	HP1506401_M13	SAMEA4438527
ERR1631524	ERX1701857	HP1506401_M18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631524/HP1506401_M18.fastq.gz	HP1506401_M18	SAMEA4438532
ERR1631532	ERX1701865	HP1506401_M3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631532/HP1506401_M3.fastq.gz	HP1506401_M3	SAMEA4438540
ERR1631534	ERX1701867	HP1506401_M5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631534/HP1506401_M5.fastq.gz	HP1506401_M5	SAMEA4438542
ERR1631538	ERX1701871	HP1506401_M9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631538/HP1506401_M9.fastq.gz	HP1506401_M9	SAMEA4438546
ERR1631543	ERX1701876	HP1506401_N13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631543/HP1506401_N13.fastq.gz	HP1506401_N13	SAMEA4438551
ERR1631546	ERX1701879	HP1506401_N16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631546/HP1506401_N16.fastq.gz	HP1506401_N16	SAMEA4438554
ERR1631550	ERX1701883	HP1506401_N2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631550/HP1506401_N2.fastq.gz	HP1506401_N2	SAMEA4438558
ERR1631553	ERX1701886	HP1506401_N22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631553/HP1506401_N22.fastq.gz	HP1506401_N22	SAMEA4438561
ERR1631554	ERX1701887	HP1506401_N23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631554/HP1506401_N23.fastq.gz	HP1506401_N23	SAMEA4438562
ERR1631555	ERX1701888	HP1506401_N24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631555/HP1506401_N24.fastq.gz	HP1506401_N24	SAMEA4438563
ERR1631557	ERX1701890	HP1506401_N4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631557/HP1506401_N4.fastq.gz	HP1506401_N4	SAMEA4438565
ERR1631562	ERX1701895	HP1506401_N9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631562/HP1506401_N9.fastq.gz	HP1506401_N9	SAMEA4438570
ERR1631565	ERX1701898	HP1506401_O11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631565/HP1506401_O11.fastq.gz	HP1506401_O11	SAMEA4438573
ERR1631571	ERX1701904	HP1506401_O17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631571/HP1506401_O17.fastq.gz	HP1506401_O17	SAMEA4438579
ERR1631573	ERX1701906	HP1506401_O19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631573/HP1506401_O19.fastq.gz	HP1506401_O19	SAMEA4438581
ERR1631575	ERX1701908	HP1506401_O20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631575/HP1506401_O20.fastq.gz	HP1506401_O20	SAMEA4438583
ERR1631577	ERX1701910	HP1506401_O22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631577/HP1506401_O22.fastq.gz	HP1506401_O22	SAMEA4438585
ERR1631579	ERX1701912	HP1506401_O24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631579/HP1506401_O24.fastq.gz	HP1506401_O24	SAMEA4438587
ERR1631584	ERX1701917	HP1506401_O7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631584/HP1506401_O7.fastq.gz	HP1506401_O7	SAMEA4438592
ERR1631586	ERX1701919	HP1506401_O9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631586/HP1506401_O9.fastq.gz	HP1506401_O9	SAMEA4438594
ERR1631589	ERX1701922	HP1506401_P11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631589/HP1506401_P11.fastq.gz	HP1506401_P11	SAMEA4438597
ERR1631591	ERX1701924	HP1506401_P14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631591/HP1506401_P14.fastq.gz	HP1506401_P14	SAMEA4438599
ERR1631592	ERX1701925	HP1506401_P15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631592/HP1506401_P15.fastq.gz	HP1506401_P15	SAMEA4438600
ERR1631595	ERX1701928	HP1506401_P18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631595/HP1506401_P18.fastq.gz	HP1506401_P18	SAMEA4438603
ERR1631596	ERX1701929	HP1506401_P19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631596/HP1506401_P19.fastq.gz	HP1506401_P19	SAMEA4438604
ERR1631597	ERX1701930	HP1506401_P2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631597/HP1506401_P2.fastq.gz	HP1506401_P2	SAMEA4438605
ERR1631600	ERX1701933	HP1506401_P22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631600/HP1506401_P22.fastq.gz	HP1506401_P22	SAMEA4438608
ERR1631605	ERX1701938	HP1506401_P5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631605/HP1506401_P5.fastq.gz	HP1506401_P5	SAMEA4438613
ERR1631607	ERX1701940	HP1506401_P7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631607/HP1506401_P7.fastq.gz	HP1506401_P7	SAMEA4438615
ERR1631608	ERX1701941	HP1506401_P8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631608/HP1506401_P8.fastq.gz	HP1506401_P8	SAMEA4438616
ERR1631616	ERX1701949	HP1507101_A15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631616/HP1507101_A15.fastq.gz	HP1507101_A15	SAMEA4438624
ERR1631618	ERX1701951	HP1507101_A17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631618/HP1507101_A17.fastq.gz	HP1507101_A17	SAMEA4438626
ERR1631619	ERX1701952	HP1507101_A18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631619/HP1507101_A18.fastq.gz	HP1507101_A18	SAMEA4438627
ERR1631624	ERX1701957	HP1507101_A22_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631624/HP1507101_A22.fastq.gz	HP1507101_A22	SAMEA4438632
ERR1631632	ERX1701965	HP1507101_A8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631632/HP1507101_A8.fastq.gz	HP1507101_A8	SAMEA4438640
ERR1631633	ERX1701966	HP1507101_A9_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631633/HP1507101_A9.fastq.gz	HP1507101_A9	SAMEA4438641
ERR1631635	ERX1701968	HP1507101_B10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631635/HP1507101_B10.fastq.gz	HP1507101_B10	SAMEA4438643
ERR1631662	ERX1701995	HP1507101_C13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631662/HP1507101_C13.fastq.gz	HP1507101_C13	SAMEA4438670
ERR1631664	ERX1701997	HP1507101_C15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631664/HP1507101_C15.fastq.gz	HP1507101_C15	SAMEA4438672
ERR1631665	ERX1701998	HP1507101_C16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631665/HP1507101_C16.fastq.gz	HP1507101_C16	SAMEA4438673
ERR1631666	ERX1701999	HP1507101_C17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631666/HP1507101_C17.fastq.gz	HP1507101_C17	SAMEA4438674
ERR1631668	ERX1702001	HP1507101_C19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631668/HP1507101_C19.fastq.gz	HP1507101_C19	SAMEA4438676
ERR1631669	ERX1702002	HP1507101_C2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631669/HP1507101_C2.fastq.gz	HP1507101_C2	SAMEA4438677
ERR1631673	ERX1702006	HP1507101_C23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631673/HP1507101_C23.fastq.gz	HP1507101_C23	SAMEA4438681
ERR1631675	ERX1702008	HP1507101_C3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631675/HP1507101_C3.fastq.gz	HP1507101_C3	SAMEA4438683
ERR1631677	ERX1702010	HP1507101_C5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631677/HP1507101_C5.fastq.gz	HP1507101_C5	SAMEA4438685
ERR1631679	ERX1702012	HP1507101_C7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631679/HP1507101_C7.fastq.gz	HP1507101_C7	SAMEA4438687
ERR1631682	ERX1702015	HP1507101_D1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631682/HP1507101_D1.fastq.gz	HP1507101_D1	SAMEA4438690
ERR1631686	ERX1702019	HP1507101_D13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631686/HP1507101_D13.fastq.gz	HP1507101_D13	SAMEA4438694
ERR1631691	ERX1702024	HP1507101_D18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631691/HP1507101_D18.fastq.gz	HP1507101_D18	SAMEA4438699
ERR1631698	ERX1702031	HP1507101_D24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631698/HP1507101_D24.fastq.gz	HP1507101_D24	SAMEA4438706
ERR1631699	ERX1702032	HP1507101_D3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631699/HP1507101_D3.fastq.gz	HP1507101_D3	SAMEA4438707
ERR1631700	ERX1702033	HP1507101_D4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631700/HP1507101_D4.fastq.gz	HP1507101_D4	SAMEA4438708
ERR1631702	ERX1702035	HP1507101_D6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631702/HP1507101_D6.fastq.gz	HP1507101_D6	SAMEA4438710
ERR1631703	ERX1702036	HP1507101_D7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631703/HP1507101_D7.fastq.gz	HP1507101_D7	SAMEA4438711
ERR1631708	ERX1702041	HP1507101_E11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631708/HP1507101_E11.fastq.gz	HP1507101_E11	SAMEA4438716
ERR1631709	ERX1702042	HP1507101_E12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631709/HP1507101_E12.fastq.gz	HP1507101_E12	SAMEA4438717
ERR1631715	ERX1702048	HP1507101_E18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631715/HP1507101_E18.fastq.gz	HP1507101_E18	SAMEA4438723
ERR1631719	ERX1702052	HP1507101_E21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631719/HP1507101_E21.fastq.gz	HP1507101_E21	SAMEA4438727
ERR1631721	ERX1702054	HP1507101_E23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631721/HP1507101_E23.fastq.gz	HP1507101_E23	SAMEA4438729
ERR1631722	ERX1702055	HP1507101_E24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631722/HP1507101_E24.fastq.gz	HP1507101_E24	SAMEA4438730
ERR1631725	ERX1702058	HP1507101_E5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631725/HP1507101_E5.fastq.gz	HP1507101_E5	SAMEA4438733
ERR1631727	ERX1702060	HP1507101_E7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631727/HP1507101_E7.fastq.gz	HP1507101_E7	SAMEA4438735
ERR1631730	ERX1702063	HP1507101_F1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631730/HP1507101_F1.fastq.gz	HP1507101_F1	SAMEA4438738
ERR1631731	ERX1702064	HP1507101_F10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631731/HP1507101_F10.fastq.gz	HP1507101_F10	SAMEA4438739
ERR1631732	ERX1702065	HP1507101_F11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631732/HP1507101_F11.fastq.gz	HP1507101_F11	SAMEA4438740
ERR1631734	ERX1702067	HP1507101_F13_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631734/HP1507101_F13.fastq.gz	HP1507101_F13	SAMEA4438742
ERR1631735	ERX1702068	HP1507101_F14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631735/HP1507101_F14.fastq.gz	HP1507101_F14	SAMEA4438743
ERR1631738	ERX1702071	HP1507101_F17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631738/HP1507101_F17.fastq.gz	HP1507101_F17	SAMEA4438746
ERR1631740	ERX1702073	HP1507101_F19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631740/HP1507101_F19.fastq.gz	HP1507101_F19	SAMEA4438748
ERR1631751	ERX1702084	HP1507101_F7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631751/HP1507101_F7.fastq.gz	HP1507101_F7	SAMEA4438759
ERR1631757	ERX1702090	HP1507101_G12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631757/HP1507101_G12.fastq.gz	HP1507101_G12	SAMEA4438765
ERR1631763	ERX1702096	HP1507101_G18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631763/HP1507101_G18.fastq.gz	HP1507101_G18	SAMEA4438771
ERR1631767	ERX1702100	HP1507101_G21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631767/HP1507101_G21.fastq.gz	HP1507101_G21	SAMEA4438775
ERR1631770	ERX1702103	HP1507101_G24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631770/HP1507101_G24.fastq.gz	HP1507101_G24	SAMEA4438778
ERR1631771	ERX1702104	HP1507101_G3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631771/HP1507101_G3.fastq.gz	HP1507101_G3	SAMEA4438779
ERR1631774	ERX1702107	HP1507101_G6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631774/HP1507101_G6.fastq.gz	HP1507101_G6	SAMEA4438782
ERR1631776	ERX1702109	HP1507101_G8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631776/HP1507101_G8.fastq.gz	HP1507101_G8	SAMEA4438784
ERR1631779	ERX1702112	HP1507101_H10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631779/HP1507101_H10.fastq.gz	HP1507101_H10	SAMEA4438787
ERR1631780	ERX1702113	HP1507101_H11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631780/HP1507101_H11.fastq.gz	HP1507101_H11	SAMEA4438788
ERR1631781	ERX1702114	HP1507101_H12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631781/HP1507101_H12.fastq.gz	HP1507101_H12	SAMEA4438789
ERR1631784	ERX1702117	HP1507101_H15_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631784/HP1507101_H15.fastq.gz	HP1507101_H15	SAMEA4438792
ERR1631785	ERX1702118	HP1507101_H16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631785/HP1507101_H16.fastq.gz	HP1507101_H16	SAMEA4438793
ERR1631787	ERX1702120	HP1507101_H18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631787/HP1507101_H18.fastq.gz	HP1507101_H18	SAMEA4438795
ERR1631790	ERX1702123	HP1507101_H20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631790/HP1507101_H20.fastq.gz	HP1507101_H20	SAMEA4438798
ERR1631796	ERX1702129	HP1507101_H4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631796/HP1507101_H4.fastq.gz	HP1507101_H4	SAMEA4438804
ERR1631804	ERX1702137	HP1507101_I11_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631804/HP1507101_I11.fastq.gz	HP1507101_I11	SAMEA4438812
ERR1631805	ERX1702138	HP1507101_I12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631805/HP1507101_I12.fastq.gz	HP1507101_I12	SAMEA4438813
ERR1631810	ERX1702143	HP1507101_I17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631810/HP1507101_I17.fastq.gz	HP1507101_I17	SAMEA4438818
ERR1631811	ERX1702144	HP1507101_I18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631811/HP1507101_I18.fastq.gz	HP1507101_I18	SAMEA4438819
ERR1631815	ERX1702148	HP1507101_I21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631815/HP1507101_I21.fastq.gz	HP1507101_I21	SAMEA4438823
ERR1631818	ERX1702151	HP1507101_I24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631818/HP1507101_I24.fastq.gz	HP1507101_I24	SAMEA4438826
ERR1631821	ERX1702154	HP1507101_I5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631821/HP1507101_I5.fastq.gz	HP1507101_I5	SAMEA4438829
ERR1631822	ERX1702155	HP1507101_I6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631822/HP1507101_I6.fastq.gz	HP1507101_I6	SAMEA4438830
ERR1631823	ERX1702156	HP1507101_I7_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631823/HP1507101_I7.fastq.gz	HP1507101_I7	SAMEA4438831
ERR1631826	ERX1702159	HP1507101_J1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631826/HP1507101_J1.fastq.gz	HP1507101_J1	SAMEA4438834
ERR1631829	ERX1702162	HP1507101_J12_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631829/HP1507101_J12.fastq.gz	HP1507101_J12	SAMEA4438837
ERR1631833	ERX1702166	HP1507101_J16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631833/HP1507101_J16.fastq.gz	HP1507101_J16	SAMEA4438841
ERR1631835	ERX1702168	HP1507101_J18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631835/HP1507101_J18.fastq.gz	HP1507101_J18	SAMEA4438843
ERR1631837	ERX1702170	HP1507101_J2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631837/HP1507101_J2.fastq.gz	HP1507101_J2	SAMEA4438845
ERR1631838	ERX1702171	HP1507101_J20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631838/HP1507101_J20.fastq.gz	HP1507101_J20	SAMEA4438846
ERR1631839	ERX1702172	HP1507101_J21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631839/HP1507101_J21.fastq.gz	HP1507101_J21	SAMEA4438847
ERR1631841	ERX1702174	HP1507101_J23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631841/HP1507101_J23.fastq.gz	HP1507101_J23	SAMEA4438849
ERR1631843	ERX1702176	HP1507101_J3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631843/HP1507101_J3.fastq.gz	HP1507101_J3	SAMEA4438851
ERR1631845	ERX1702178	HP1507101_J5_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631845/HP1507101_J5.fastq.gz	HP1507101_J5	SAMEA4438853
ERR1631846	ERX1702179	HP1507101_J6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631846/HP1507101_J6.fastq.gz	HP1507101_J6	SAMEA4438854
ERR1631855	ERX1702188	HP1507101_K14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631855/HP1507101_K14.fastq.gz	HP1507101_K14	SAMEA4438863
ERR1631857	ERX1702190	HP1507101_K16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631857/HP1507101_K16.fastq.gz	HP1507101_K16	SAMEA4438865
ERR1631860	ERX1702193	HP1507101_K19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631860/HP1507101_K19.fastq.gz	HP1507101_K19	SAMEA4438868
ERR1631862	ERX1702195	HP1507101_K20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631862/HP1507101_K20.fastq.gz	HP1507101_K20	SAMEA4438870
ERR1631863	ERX1702196	HP1507101_K21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631863/HP1507101_K21.fastq.gz	HP1507101_K21	SAMEA4438871
ERR1631865	ERX1702198	HP1507101_K23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631865/HP1507101_K23.fastq.gz	HP1507101_K23	SAMEA4438873
ERR1631866	ERX1702199	HP1507101_K24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631866/HP1507101_K24.fastq.gz	HP1507101_K24	SAMEA4438874
ERR1631867	ERX1702200	HP1507101_K3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631867/HP1507101_K3.fastq.gz	HP1507101_K3	SAMEA4438875
ERR1631868	ERX1702201	HP1507101_K4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631868/HP1507101_K4.fastq.gz	HP1507101_K4	SAMEA4438876
ERR1631870	ERX1702203	HP1507101_K6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631870/HP1507101_K6.fastq.gz	HP1507101_K6	SAMEA4438878
ERR1631874	ERX1702207	HP1507101_L1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631874/HP1507101_L1.fastq.gz	HP1507101_L1	SAMEA4438882
ERR1631883	ERX1702216	HP1507101_L18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631883/HP1507101_L18.fastq.gz	HP1507101_L18	SAMEA4438891
ERR1631884	ERX1702217	HP1507101_L19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631884/HP1507101_L19.fastq.gz	HP1507101_L19	SAMEA4438892
ERR1631885	ERX1702218	HP1507101_L2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631885/HP1507101_L2.fastq.gz	HP1507101_L2	SAMEA4438893
ERR1631886	ERX1702219	HP1507101_L20_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631886/HP1507101_L20.fastq.gz	HP1507101_L20	SAMEA4438894
ERR1631892	ERX1702225	HP1507101_L4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631892/HP1507101_L4.fastq.gz	HP1507101_L4	SAMEA4438900
ERR1631898	ERX1702231	HP1507101_M1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631898/HP1507101_M1.fastq.gz	HP1507101_M1	SAMEA4438906
ERR1631903	ERX1702236	HP1507101_M14_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631903/HP1507101_M14.fastq.gz	HP1507101_M14	SAMEA4438911
ERR1631905	ERX1702238	HP1507101_M16_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631905/HP1507101_M16.fastq.gz	HP1507101_M16	SAMEA4438913
ERR1631908	ERX1702241	HP1507101_M19_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631908/HP1507101_M19.fastq.gz	HP1507101_M19	SAMEA4438916
ERR1631909	ERX1702242	HP1507101_M2_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631909/HP1507101_M2.fastq.gz	HP1507101_M2	SAMEA4438917
ERR1631911	ERX1702244	HP1507101_M21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631911/HP1507101_M21.fastq.gz	HP1507101_M21	SAMEA4438919
ERR1631913	ERX1702246	HP1507101_M23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631913/HP1507101_M23.fastq.gz	HP1507101_M23	SAMEA4438921
ERR1631914	ERX1702247	HP1507101_M24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631914/HP1507101_M24.fastq.gz	HP1507101_M24	SAMEA4438922
ERR1631918	ERX1702251	HP1507101_M6_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631918/HP1507101_M6.fastq.gz	HP1507101_M6	SAMEA4438926
ERR1631920	ERX1702253	HP1507101_M8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631920/HP1507101_M8.fastq.gz	HP1507101_M8	SAMEA4438928
ERR1631922	ERX1702255	HP1507101_N1_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631922/HP1507101_N1.fastq.gz	HP1507101_N1	SAMEA4438930
ERR1631923	ERX1702256	HP1507101_N10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631923/HP1507101_N10.fastq.gz	HP1507101_N10	SAMEA4438931
ERR1631935	ERX1702268	HP1507101_N21_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631935/HP1507101_N21.fastq.gz	HP1507101_N21	SAMEA4438943
ERR1631938	ERX1702271	HP1507101_N24_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631938/HP1507101_N24.fastq.gz	HP1507101_N24	SAMEA4438946
ERR1631939	ERX1702272	HP1507101_N3_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631939/HP1507101_N3.fastq.gz	HP1507101_N3	SAMEA4438947
ERR1631940	ERX1702273	HP1507101_N4_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631940/HP1507101_N4.fastq.gz	HP1507101_N4	SAMEA4438948
ERR1631944	ERX1702277	HP1507101_N8_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631944/HP1507101_N8.fastq.gz	HP1507101_N8	SAMEA4438952
ERR1631947	ERX1702280	HP1507101_O10_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631947/HP1507101_O10.fastq.gz	HP1507101_O10	SAMEA4438955
ERR1631954	ERX1702287	HP1507101_O17_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631954/HP1507101_O17.fastq.gz	HP1507101_O17	SAMEA4438962
ERR1631955	ERX1702288	HP1507101_O18_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631955/HP1507101_O18.fastq.gz	HP1507101_O18	SAMEA4438963
ERR1631961	ERX1702294	HP1507101_O23_s	ftp.sra.ebi.ac.uk/vol1/run/ERR163/ERR1631961/HP1507101_O23.fastq.gz	HP1507101_O23	SAMEA4438969
